Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23.0,NYK,NBA,SG,78.0,59.0,1830.0,5.9,12.7,0.462,0.3,0.6,0.467,5.6,12.1,0.462,0.8,1.3,0.672,1.5,2.8,4.2,3.8,1.1,0.1,1.4,4.6,12.9
1984,24.0,NYK,NBA,SG,63.0,21.0,1228.0,6.6,13.2,0.5,0.2,0.5,0.375,6.4,12.7,0.505,0.7,1.0,0.758,1.3,2.6,3.8,4.0,1.8,0.2,1.6,3.6,14.1
1985,25.0,NYK,NBA,SG,77.0,46.0,1819.0,5.8,12.0,0.483,0.6,1.4,0.403,5.2,10.6,0.494,0.8,0.9,0.792,1.5,2.3,3.7,3.9,1.5,0.3,1.3,3.9,12.9
1986,26.0,NYK,NBA,SG,77.0,23.0,1788.0,7.0,14.9,0.472,0.8,1.8,0.451,6.2,13.1,0.475,1.6,2.0,0.79,1.4,2.0,3.4,3.9,1.3,0.2,1.4,3.4,16.5
1987,27.0,NYK,NBA,SG,70.0,15.0,1691.0,6.9,14.7,0.47,1.4,3.4,0.422,5.5,11.3,0.485,1.6,2.2,0.762,1.0,1.8,2.9,3.5,2.5,0.3,1.7,3.6,16.9
1988,28.0,NYK,NBA,SG,71.0,4.0,1248.0,5.6,13.1,0.424,2.0,4.8,0.413,3.6,8.3,0.431,1.5,2.0,0.718,0.9,2.5,3.4,3.4,1.5,0.2,1.4,4.6,14.6
1989,29.0,NYK,NBA,SG,81.0,24.0,1824.0,5.2,11.4,0.454,2.3,5.8,0.399,2.9,5.6,0.512,0.8,1.1,0.782,1.1,2.4,3.5,2.6,1.7,0.1,1.2,3.2,13.6
1990,30.0,NYK,NBA,SG,81.0,2.0,1725.0,5.3,12.6,0.417,2.0,5.1,0.388,3.3,7.5,0.438,1.4,1.8,0.767,1.2,2.4,3.6,3.6,1.5,0.2,1.5,3.3,13.9
1991,31.0,NYK,NBA,SG,65.0,13.0,1194.0,5.8,13.1,0.44,1.9,4.6,0.418,3.8,8.5,0.452,0.5,0.8,0.63,1.0,2.2,3.2,3.3,1.3,0.3,1.4,3.6,14.0
1992,32.0,SAS,NBA,SG,24.0,0.0,415.0,5.2,11.2,0.465,1.6,4.2,0.396,3.6,7.0,0.506,1.4,1.7,0.8,0.7,2.5,3.2,2.3,1.8,0.3,1.2,3.4,13.4
1993,33.0,CHI,NBA,SG,69.0,0.0,909.0,5.7,11.7,0.485,2.1,5.2,0.397,3.6,6.5,0.555,0.7,0.9,0.818,0.6,2.2,2.8,3.2,1.0,0.2,0.7,2.6,14.1
