PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nick Van Exel,22.0,81,80.0,2700,413,1049,0.39399999999999996,123,364,0.33799999999999997,290,685,0.423,0.452,150,192,0.7809999999999999,47,191,238,466,85,8,145,154,1099
Vlade Divac,25.0,79,73.0,2685,453,895,0.506,9,47,0.191,444,848,0.524,0.511,208,303,0.6859999999999999,282,569,851,307,92,112,191,288,1123
Sedale Threatt,32.0,81,20.0,2278,411,852,0.48200000000000004,5,33,0.152,406,819,0.496,0.485,138,155,0.89,28,125,153,344,110,19,106,186,965
Elden Campbell,25.0,76,74.0,2253,373,808,0.462,0,2,0.0,373,806,0.46299999999999997,0.462,188,273,0.6890000000000001,167,352,519,86,64,146,98,241,934
George Lynch,23.0,71,46.0,1762,291,573,0.508,0,5,0.0,291,568,0.512,0.508,99,166,0.596,220,190,410,96,102,27,87,177,681
Tony Smith,25.0,73,31.0,1617,272,617,0.441,16,50,0.32,256,567,0.451,0.45399999999999996,85,119,0.7140000000000001,106,89,195,148,59,14,76,128,645
James Worthy,32.0,80,2.0,1597,340,838,0.406,32,111,0.28800000000000003,308,727,0.424,0.425,100,135,0.741,48,133,181,154,45,18,97,80,812
Doug Christie,23.0,65,34.0,1515,244,562,0.434,39,119,0.32799999999999996,205,443,0.46299999999999997,0.469,145,208,0.6970000000000001,93,142,235,136,89,28,140,186,672
Anthony Peeler,24.0,30,30.0,923,176,409,0.43,14,63,0.222,162,346,0.46799999999999997,0.447,57,71,0.8029999999999999,48,61,109,94,43,8,59,93,423
Kurt Rambis,35.0,50,1.0,635,59,114,0.518,0,1,0.0,59,113,0.522,0.518,46,71,0.648,84,105,189,32,22,23,26,89,164
Sam Bowie,32.0,25,7.0,556,75,172,0.436,1,4,0.25,74,168,0.44,0.439,72,83,0.867,27,104,131,47,4,28,43,65,223
James Edwards,38.0,45,2.0,469,78,168,0.46399999999999997,0,0,,78,168,0.46399999999999997,0.46399999999999997,54,79,0.684,11,54,65,22,4,3,30,90,210
Reggie Jordan,26.0,23,0.0,259,44,103,0.42700000000000005,2,4,0.5,42,99,0.424,0.43700000000000006,35,51,0.6859999999999999,46,21,67,26,14,5,14,26,125
Antonio Harvey,23.0,27,6.0,247,29,79,0.36700000000000005,0,0,,29,79,0.36700000000000005,0.36700000000000005,12,26,0.462,26,33,59,5,8,19,17,39,70
Danny Schayes,34.0,13,0.0,133,14,38,0.368,0,0,,14,38,0.368,0.368,8,10,0.8,15,19,34,8,5,2,9,18,36
Trevor Wilson,25.0,5,4.0,126,19,39,0.48700000000000004,0,0,,19,39,0.48700000000000004,0.48700000000000004,13,25,0.52,12,16,28,12,5,1,6,17,51
Team Totals,,82,,19755,3291,7316,0.45,241,803,0.3,3050,6513,0.46799999999999997,0.466,1410,1967,0.7170000000000001,1260,2204,3464,1983,751,461,1197,1877,8233
