PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kyle Lowry,31,10,10,361,8.4,16.5,0.508,3.9,8.8,0.444,4.5,7.7,0.5820000000000001,3.6,4.5,0.813,0.3,5.7,6.0,11.9,2.1,0.0,4.3,4.6,24.4,,123,117
DeMar DeRozan,28,10,10,354,12.4,28.4,0.43700000000000006,1.4,5.0,0.28600000000000003,11.0,23.4,0.47,6.1,7.6,0.8109999999999999,0.9,4.3,5.1,5.7,0.7,0.9,3.3,3.4,32.5,,104,119
Serge Ibaka,28,10,9,260,5.8,14.0,0.41700000000000004,1.8,4.7,0.375,4.1,9.3,0.43799999999999994,3.5,4.3,0.818,2.5,9.0,11.5,2.1,0.2,2.5,3.1,4.1,16.9,,101,116
Jonas Valančiūnas,25,10,9,244,12.0,22.2,0.542,0.4,1.0,0.4,11.6,21.2,0.5489999999999999,5.8,7.1,0.8240000000000001,6.2,15.6,21.8,2.5,0.8,3.1,3.9,4.6,30.3,,116,111
OG Anunoby,20,10,10,238,6.2,11.1,0.5579999999999999,2.8,6.2,0.44799999999999995,3.4,4.9,0.696,1.7,2.3,0.727,1.9,2.6,4.5,1.5,1.3,0.9,1.3,4.9,16.8,,132,119
C.J. Miles,30,10,1,227,7.1,15.8,0.451,4.2,10.0,0.42200000000000004,2.9,5.8,0.5,2.9,3.6,0.813,1.3,4.0,5.4,1.8,1.6,0.7,2.0,4.7,21.4,,116,118
Delon Wright,25,10,0,215,7.3,16.0,0.456,2.1,4.9,0.429,5.2,11.1,0.46799999999999997,3.5,3.8,0.938,0.7,4.5,5.2,5.4,3.5,2.1,2.1,2.4,20.2,,116,111
Pascal Siakam,23,10,0,179,7.1,11.6,0.61,0.8,1.1,0.75,6.2,10.5,0.595,3.7,5.7,0.65,2.5,7.6,10.2,2.3,0.3,1.7,2.0,7.6,18.7,,125,117
Jakob Poeltl,22,9,0,140,6.1,11.2,0.5479999999999999,0.0,0.4,0.0,6.1,10.8,0.5670000000000001,5.4,6.9,0.789,5.4,7.6,13.0,2.2,1.1,1.4,2.9,9.0,17.7,,121,116
Fred VanVleet,23,6,1,114,5.8,17.3,0.33299999999999996,3.6,12.4,0.28600000000000003,2.2,4.9,0.455,3.1,3.6,0.875,0.0,4.4,4.4,5.8,0.0,0.0,1.8,3.6,18.2,,104,122
Norman Powell,24,6,0,40,5.1,17.7,0.28600000000000003,1.3,8.9,0.14300000000000002,3.8,8.9,0.429,3.8,5.1,0.75,0.0,2.5,2.5,2.5,0.0,0.0,1.3,5.1,15.2,,83,123
Lorenzo Brown,27,4,0,29,5.2,17.5,0.3,3.5,8.7,0.4,1.7,8.7,0.2,1.7,3.5,0.5,1.7,8.7,10.5,3.5,0.0,1.7,1.7,3.5,15.7,,91,118
Lucas Nogueira,25,5,0,24,0.0,2.1,0.0,0.0,0.0,,0.0,2.1,0.0,2.1,4.2,0.5,0.0,2.1,2.1,2.1,0.0,0.0,6.3,12.7,2.1,,32,123
