PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Damian Lillard,27,4,4,162,7.5,21.3,0.35200000000000004,2.7,9.0,0.3,4.8,12.3,0.39,4.5,5.1,0.882,0.9,4.5,5.4,5.7,1.5,0.0,4.8,2.4,22.2,,92,118
CJ McCollum,26,4,4,155,12.5,24.2,0.519,3.5,8.2,0.423,9.1,16.0,0.569,3.1,4.1,0.769,0.0,2.5,2.5,4.4,1.6,0.3,2.8,3.5,31.7,,117,119
Al-Farouq Aminu,27,4,4,131,10.0,19.3,0.519,4.8,11.1,0.433,5.2,8.2,0.636,0.7,0.7,1.0,4.5,8.9,13.4,1.9,1.5,0.7,2.2,3.0,25.6,,126,116
Jusuf Nurkić,23,4,4,94,9.8,20.2,0.48700000000000004,0.0,0.0,,9.8,20.2,0.48700000000000004,4.7,5.7,0.818,6.2,10.3,16.6,2.1,3.1,2.6,1.6,7.2,24.3,,118,109
Evan Turner,29,3,3,87,6.7,18.4,0.364,1.1,3.9,0.28600000000000003,5.6,14.5,0.385,1.1,1.1,1.0,2.8,3.9,6.7,5.6,1.7,0.6,3.4,4.5,15.6,,90,117
Ed Davis,28,4,0,71,3.4,6.8,0.5,0.0,0.0,,3.4,6.8,0.5,0.7,2.7,0.25,3.4,18.5,21.9,0.0,0.0,0.7,2.7,4.8,7.5,,83,115
Zach Collins,20,4,0,70,7.6,20.8,0.36700000000000005,2.1,9.7,0.214,5.6,11.1,0.5,2.1,2.8,0.75,2.1,6.3,8.3,4.2,2.1,1.4,1.4,6.9,19.4,,100,114
Pat Connaughton,25,4,0,59,4.9,12.4,0.4,1.6,8.2,0.2,3.3,4.1,0.8,1.6,1.6,1.0,1.6,1.6,3.3,4.9,0.8,0.8,0.8,7.4,13.2,,117,120
Maurice Harkless,24,2,1,53,6.4,11.9,0.5379999999999999,1.8,5.5,0.33299999999999996,4.6,6.4,0.7140000000000001,0.0,0.0,,2.8,4.6,7.3,3.7,0.0,0.9,0.9,3.7,14.7,,131,120
Shabazz Napier,26,2,0,35,6.9,15.3,0.455,0.0,5.6,0.0,6.9,9.7,0.7140000000000001,1.4,2.8,0.5,0.0,2.8,2.8,4.2,4.2,0.0,8.3,1.4,15.3,,68,113
Wade Baldwin,21,4,0,19,2.6,10.2,0.25,2.6,2.6,1.0,0.0,7.7,0.0,2.6,5.1,0.5,0.0,7.7,7.7,7.7,2.6,2.6,7.7,2.6,10.2,,68,111
Jake Layman,23,1,0,8,18.2,18.2,1.0,0.0,0.0,,18.2,18.2,1.0,0.0,0.0,,0.0,6.1,6.1,6.1,12.2,0.0,0.0,0.0,36.5,,203,94
Meyers Leonard,25,2,0,8,24.3,24.3,1.0,0.0,0.0,,24.3,24.3,1.0,0.0,0.0,,0.0,24.3,24.3,0.0,0.0,0.0,0.0,0.0,48.6,,200,114
Caleb Swanigan,20,1,0,8,0.0,12.2,0.0,0.0,6.1,0.0,0.0,6.1,0.0,18.2,24.3,0.75,0.0,12.2,12.2,6.1,0.0,0.0,6.1,6.1,18.2,,79,119
