SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2018,27,SAS,LaMarcus Aldridge,32,5,5,177,10.7,23.2,0.46,0.9,1.5,0.6,9.9,21.8,0.45,11.9,12.2,0.98,3.8,9.6,13.4,3.5,0.9,0.6,2.6,2.6,34.3,,121,113
2018,27,SAS,Patty Mills,29,5,5,165,7.8,17.8,0.44,4.1,10.9,0.37,3.7,6.9,0.55,1.2,1.6,0.8,0.6,2.5,3.1,4.1,0.9,0.3,2.8,4.7,20.9,,103,118
2018,27,SAS,Rudy Gay,31,5,4,160,8.4,20.9,0.4,1.3,5.8,0.22,7.1,15.1,0.47,1.6,2.9,0.56,2.9,6.1,9.0,3.5,2.6,0.3,1.9,5.1,19.6,,93,112
2018,27,SAS,Manu Ginobili,40,5,0,107,7.2,17.8,0.4,2.9,8.7,0.33,4.3,9.1,0.47,4.3,5.3,0.82,0.5,6.7,7.2,7.7,3.4,0.5,3.4,6.2,21.6,,104,110
2018,27,SAS,Danny Green,30,5,5,103,4.0,15.0,0.27,2.5,10.0,0.25,1.5,5.0,0.3,0.0,0.0,,2.0,3.5,5.5,0.5,0.5,2.0,1.0,4.0,10.5,,75,116
2018,27,SAS,Dejounte Murray,21,5,5,96,7.5,16.6,0.45,2.1,3.2,0.67,5.4,13.4,0.4,3.7,4.8,0.78,2.1,9.1,11.2,4.8,2.7,1.1,2.7,5.9,20.9,,108,109
2018,27,SAS,Pau Gasol,37,5,0,90,5.7,11.4,0.5,0.6,1.7,0.33,5.1,9.7,0.53,5.1,5.7,0.9,1.1,12.6,13.7,8.0,0.0,0.6,3.4,2.9,17.1,,115,113
2018,27,SAS,Davis Bertans,25,5,0,82,1.9,11.3,0.17,1.9,10.0,0.19,0.0,1.3,0.0,5.0,6.9,0.73,0.6,6.3,6.9,3.8,1.3,0.0,0.6,6.3,10.7,,89,115
2018,27,SAS,Kyle Anderson,24,5,1,73,8.5,14.1,0.6,0.0,2.8,0.0,8.5,11.3,0.75,2.1,2.8,0.75,3.5,5.6,9.2,2.1,4.2,0.7,2.1,7.0,19.0,,117,108
2018,27,SAS,Tony Parker,35,5,0,67,10.7,28.4,0.38,0.0,3.8,0.0,10.7,24.6,0.44,3.8,5.4,0.71,0.0,3.1,3.1,4.6,1.5,0.0,3.1,1.5,25.3,,81,117
2018,27,SAS,Bryn Forbes,24,4,0,54,4.8,16.2,0.29,1.9,8.6,0.22,2.9,7.6,0.38,4.8,6.7,0.71,1.0,1.9,2.9,1.9,0.0,0.0,0.0,2.9,16.2,,96,121
2018,27,SAS,Derrick White,23,3,0,18,8.6,17.1,0.5,2.9,5.7,0.5,5.7,11.4,0.5,0.0,0.0,,0.0,0.0,0.0,2.9,2.9,5.7,0.0,0.0,20.0,,119,109
2018,27,SAS,Joffrey Lauvergne,26,1,0,6,8.6,8.6,1.0,0.0,0.0,,8.6,8.6,1.0,0.0,0.0,,0.0,8.6,8.6,0.0,0.0,0.0,0.0,0.0,17.1,,200,117
2018,27,SAS,Brandon Paul,26,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,17.1,17.1,17.1,0.0,0.0,0.0,0.0,0.0,,224,111
