Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2014,1,97,ATL,Atlanta Hawks,Pero Antic,1982-07-29,31.0,NBA,C,7,170,-1.1,0.24,0.6,0.19,6.3,12.1,9.0,5.0,1.6,1.5,14.9,14.6,-0.6,0.3,-0.3,-0.1,-7.8,-2.0,-9.8,-0.3
2015,1,97,ATL,Atlanta Hawks,Pero Antic,1982-07-29,32.0,NBA,C,15,199,8.5,0.52,0.64,0.5,4.8,18.3,11.6,3.0,0.5,1.2,7.6,15.1,0.2,0.2,0.4,0.09,-3.9,-0.3,-4.2,-0.1
