SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,10,GSW,Golden State Warriors,82,19705,40.1,82.9,0.48,2.8,8.6,0.32,37.3,74.3,0.5,26.6,32.9,0.81,10.5,27.4,38.0,22.7,8.7,5.6,16.3,23.1,109.6
1990,24,PHO,Phoenix Suns,82,19855,42.6,85.7,0.5,2.1,6.5,0.32,40.4,79.2,0.51,25.9,32.6,0.8,12.6,31.8,44.5,25.3,8.0,6.0,15.3,21.9,113.1
1990,8,DEN,Denver Nuggets,82,19805,42.7,92.2,0.46,2.6,7.8,0.34,40.1,84.4,0.48,20.0,25.3,0.79,13.4,29.1,42.6,26.2,9.4,3.8,13.1,23.5,108.0
1990,25,POR,Portland Trail Blazers,82,19880,42.2,89.1,0.47,2.2,6.7,0.34,39.9,82.4,0.48,24.0,32.3,0.74,16.0,30.1,46.1,24.6,8.8,4.3,16.0,24.2,110.5
1990,22,ORL,Orlando Magic,82,19805,40.2,87.6,0.46,1.3,4.6,0.3,38.9,83.0,0.47,24.0,31.7,0.76,15.2,28.7,43.9,23.2,7.2,3.4,16.4,23.0,105.8
1990,14,LAL,Los Angeles Lakers,82,19855,43.1,88.0,0.49,3.9,10.6,0.37,39.2,77.4,0.51,23.9,30.3,0.79,13.8,30.9,44.6,28.0,8.2,5.6,15.4,21.8,114.0
1990,23,PHI,Philadelphia 76Ers,82,19805,43.2,88.2,0.49,2.4,6.8,0.35,40.8,81.4,0.5,24.8,31.5,0.79,13.9,30.2,44.2,24.3,8.6,4.6,15.2,21.3,113.5
1990,2,BOS,Boston Celtics,82,19705,44.2,88.7,0.5,1.3,5.0,0.26,42.9,83.7,0.51,22.2,26.7,0.83,13.2,33.6,46.8,30.1,6.7,5.6,15.6,21.3,112.0
1990,5,CHI,Chicago Bulls,82,19830,44.2,88.7,0.5,3.1,8.4,0.37,41.1,80.3,0.51,20.8,26.8,0.78,13.5,28.5,42.0,27.2,10.2,4.9,15.6,23.8,112.3
1990,12,IND,Indiana Pacers,82,19880,42.1,84.7,0.5,3.7,9.6,0.38,38.4,75.1,0.51,23.7,29.1,0.82,11.7,29.7,41.4,25.2,6.9,4.4,16.7,24.5,111.5
1990,1,ALT,Atlanta Hawks,82,19730,43.4,89.1,0.49,1.6,5.2,0.3,41.8,83.9,0.5,24.7,32.3,0.76,16.2,27.8,43.9,23.1,9.1,4.5,16.1,23.7,113.0
1990,20,NYK,New York Knicks,82,19830,42.3,87.4,0.48,2.9,8.7,0.33,39.4,78.6,0.5,21.9,28.9,0.76,14.6,29.9,44.5,26.4,8.8,6.1,17.4,22.5,109.4
1990,30,WAB,Washington Bullets,82,19830,43.8,92.3,0.48,0.5,2.4,0.19,43.4,89.9,0.48,19.5,25.5,0.76,14.6,29.8,44.4,27.0,6.8,5.2,14.6,23.5,107.5
1990,21,SEA,Seattle Supersonics,82,19905,43.8,91.6,0.48,2.9,8.2,0.36,40.9,83.4,0.49,20.3,27.4,0.74,16.7,28.5,45.3,23.7,8.9,4.2,16.9,26.1,110.9
1990,29,UTA,Utah Jazz,82,19830,41.9,83.0,0.5,2.8,7.9,0.36,39.1,75.1,0.52,23.6,31.3,0.75,12.0,31.5,43.5,27.9,8.5,6.2,17.8,25.6,110.3
1990,11,HOU,Houston Rockets,82,19805,41.7,86.9,0.48,1.8,5.9,0.31,39.9,81.0,0.49,19.6,27.2,0.72,14.6,31.6,46.2,26.3,9.7,6.6,18.1,23.2,104.8
1990,27,SAS,San Antonio Spurs,82,19730,41.9,86.4,0.48,0.7,2.8,0.24,41.2,83.6,0.49,23.3,31.3,0.74,14.4,30.6,44.9,25.2,9.9,6.8,17.3,22.9,107.7
1990,17,MIL,Milwaukee Bucks,82,19830,41.7,88.2,0.47,2.6,8.3,0.31,39.1,79.9,0.49,21.3,28.1,0.76,13.7,27.7,41.4,25.3,10.2,4.0,16.2,25.8,107.3
1990,9,DET,Detroit Pistons,82,19805,42.8,89.6,0.48,2.3,6.9,0.33,40.5,82.7,0.49,22.0,28.9,0.76,15.2,31.6,46.8,25.6,6.6,5.4,15.8,25.2,109.9
1990,13,LAC,Los Angeles Clippers,82,19805,40.6,83.7,0.48,0.7,2.8,0.24,39.9,80.9,0.49,22.2,30.0,0.74,12.9,28.9,41.8,24.2,9.6,6.2,18.9,22.7,104.0
1990,6,CLE,Cleveland Cavaliers,82,19880,40.8,88.7,0.46,4.4,10.8,0.41,36.5,77.9,0.47,20.8,28.0,0.74,14.3,30.2,44.6,26.8,8.2,6.5,15.8,21.2,106.9
1990,7,DAL,Dallas Mavericks,82,19855,41.5,87.4,0.48,2.0,6.2,0.32,39.5,81.2,0.49,22.2,28.9,0.77,13.3,30.9,44.3,22.7,8.5,5.1,15.7,22.2,107.2
1990,26,SAC,Sacramento Kings,82,19755,41.5,88.6,0.47,2.7,8.2,0.33,38.8,80.5,0.48,19.0,24.7,0.77,12.0,29.7,41.6,25.8,6.9,4.9,15.6,23.4,104.8
1990,16,MIA,Miami Heat,82,19730,40.7,88.5,0.46,1.1,3.6,0.29,39.7,84.9,0.47,16.8,24.4,0.69,15.0,27.9,42.8,23.6,8.9,4.7,18.8,25.6,99.3
1990,4,CHO,Charlotte Hornets,82,19755,40.5,89.0,0.46,2.5,7.6,0.34,38.0,81.4,0.47,18.4,24.4,0.76,11.9,27.4,39.3,25.8,9.6,3.2,15.2,23.4,102.0
1990,3,NJN,New Jersey Nets,82,19705,38.7,91.0,0.43,1.7,6.2,0.28,37.0,84.8,0.44,21.5,28.8,0.75,16.7,28.5,45.2,18.1,9.5,5.9,16.7,23.9,100.7
1990,18,MIN,Minnesota Timberwolves,82,19855,40.7,91.3,0.45,1.0,3.9,0.25,39.7,87.4,0.46,21.2,28.4,0.75,15.9,27.2,43.1,24.5,10.5,4.6,15.9,25.2,103.6
