Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,24.0,KCK,NBA,PG,3.0,,34.0,2.1,5.3,0.4,0.0,1.1,0.0,2.1,4.2,0.5,0.0,0.0,,2.1,1.1,3.2,8.5,0.0,0.0,3.2,2.1,4.2
1982,26.0,DEN,NBA,PG,3.0,,91.0,6.3,10.7,0.593,0.0,0.4,0.0,6.3,10.3,0.615,4.0,4.7,0.833,0.8,1.6,2.4,4.0,1.2,0.0,2.0,3.6,16.6
1983,27.0,DEN,NBA,PG,8.0,,113.0,8.3,14.7,0.565,0.0,0.0,,8.3,14.7,0.565,3.2,5.7,0.556,1.6,2.5,4.1,5.7,0.6,0.0,2.2,4.8,19.8
