Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,4,135,CHO,Charlotte Hornets,7,Dwayne Bacon,SG,6-6,221,"August 30, 1995",US,2,Florida State
2020,4,193,CHO,Charlotte Hornets,5,Nicolas Batum,SF,6-8,230,"December 14, 1988",FR,11,
2020,4,249,CHO,Charlotte Hornets,8,Bismack Biyombo,C,6-8,255,"August 28, 1992",CD,8,
2020,4,351,CHO,Charlotte Hornets,0,Miles Bridges,SF,6-6,225,"March 21, 1998",US,1,Michigan State
2020,4,519,CHO,Charlotte Hornets,31,Joe Chealey,PG,6-3,190,"November 1, 1995",US,1,College of Charleston
2020,4,1068,CHO,Charlotte Hornets,4,Devonte' Graham,PG,6-1,195,"February 22, 1995",US,1,Kansas
2020,4,1267,CHO,Charlotte Hornets,9,Willy Hernangomez,C,6-11,250,"May 27, 1994",ES,3,
2020,4,1607,CHO,Charlotte Hornets,14,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",US,7,Kentucky
2020,4,1849,CHO,Charlotte Hornets,10,Caleb Martin,SF,6-5,205,"September 28, 1995",US,R,"NC State, Nevada"
2020,4,1851,CHO,Charlotte Hornets,11,Cody Martin,SF,6-5,205,"September 28, 1995",US,R,"NC State, Nevada"
2020,4,1919,CHO,Charlotte Hornets,6,Jalen McDaniels,SF,6-9,205,"January 31, 1998",US,R,San Diego State
2020,4,2027,CHO,Charlotte Hornets,1,Malik Monk,SG,6-3,200,"February 4, 1998",US,2,Kentucky
2020,4,2521,CHO,Charlotte Hornets,3,Terry Rozier,PG,6-1,190,"March 17, 1994",US,4,Louisville
2020,4,3034,CHO,Charlotte Hornets,25,P.J. Washington,PF,6-7,230,"August 23, 1998",US,R,Kentucky
2020,4,3160,CHO,Charlotte Hornets,2,Marvin Williams,PF,6-8,237,"June 19, 1986",US,14,UNC
2020,4,3266,CHO,Charlotte Hornets,40,Cody Zeller,C,6-11,240,"October 5, 1992",US,6,Indiana
