Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,12,661,IND,Indiana Pacers,21.0,NBA,C,72.0,21.0,1052.0,4.5,11.5,0.39,0.0,0.0,1.0,4.4,11.5,0.39,3.7,5.7,0.64,3.3,6.8,10.1,1.5,0.7,2.5,2.9,5.2,12.7
1998,10,661,GSW,Golden State Warriors,22.0,NBA,C,82.0,82.0,2656.0,4.8,10.7,0.44,0.0,0.0,0.0,4.8,10.7,0.45,3.6,5.4,0.67,3.7,6.0,9.7,1.3,0.5,1.9,2.4,3.8,13.2
1999,10,661,GSW,Golden State Warriors,23.0,NBA,C,50.0,50.0,1414.0,4.1,10.5,0.39,0.0,0.0,,4.1,10.5,0.39,3.1,5.2,0.59,4.2,5.6,9.7,1.4,0.7,1.5,2.3,4.2,11.3
2001,10,661,GSW,Golden State Warriors,25.0,NBA,C,43.0,26.0,1038.0,4.4,10.9,0.4,0.0,0.1,0.0,4.4,10.8,0.4,2.3,4.4,0.53,3.4,5.3,8.7,2.0,0.6,2.0,2.8,4.3,11.1
2002,10,661,GSW,Golden State Warriors,26.0,NBA,C,73.0,46.0,1740.0,4.3,9.9,0.44,0.0,0.0,,4.3,9.9,0.44,2.8,4.4,0.64,3.5,4.6,8.0,1.8,0.4,3.5,3.2,4.9,11.5
2003,10,661,GSW,Golden State Warriors,27.0,NBA,C,82.0,82.0,1978.0,4.7,9.5,0.5,0.0,0.0,0.0,4.7,9.5,0.5,2.8,4.0,0.7,4.5,5.4,9.9,1.1,0.5,2.8,2.0,4.4,12.2
2004,10,661,GSW,Golden State Warriors,28.0,NBA,C,74.0,74.0,2403.0,5.2,9.7,0.54,0.0,0.0,0.0,5.2,9.7,0.54,3.3,5.0,0.65,5.2,8.1,13.3,0.9,0.5,2.1,2.0,3.4,13.7
2005,7,661,DAL,Dallas Mavericks,29.0,NBA,C,59.0,56.0,1609.0,4.5,8.2,0.55,0.0,0.1,0.0,4.5,8.1,0.56,3.1,5.1,0.6,4.1,7.1,11.2,1.1,0.3,1.8,2.3,4.6,12.1
2006,7,661,DAL,Dallas Mavericks,30.0,NBA,C,82.0,36.0,1934.0,3.2,6.5,0.49,0.0,0.0,,3.2,6.5,0.49,2.4,4.0,0.59,5.1,6.8,11.9,0.9,0.5,2.0,2.1,4.9,8.7
2007,7,661,DAL,Dallas Mavericks,31.0,NBA,C,76.0,73.0,1915.0,3.9,6.3,0.63,0.0,0.0,,3.9,6.3,0.63,2.2,3.6,0.62,4.1,6.6,10.6,0.8,0.5,1.5,2.0,4.5,10.1
2008,7,661,DAL,Dallas Mavericks,32.0,NBA,C,72.0,64.0,1755.0,3.7,5.7,0.64,0.0,0.0,,3.7,5.7,0.64,1.7,3.0,0.57,4.2,6.8,11.1,1.3,0.5,2.2,1.6,4.6,9.0
2009,7,661,DAL,Dallas Mavericks,33.0,NBA,C,80.0,80.0,1836.0,3.6,5.5,0.65,0.0,0.0,,3.6,5.5,0.65,1.8,2.8,0.64,4.2,6.8,11.1,1.5,0.5,1.9,1.5,3.7,8.9
2010,7,661,DAL,Dallas Mavericks,34.0,NBA,C,55.0,47.0,1280.0,3.7,6.0,0.62,0.0,0.1,0.33,3.7,5.9,0.63,1.7,2.8,0.6,3.6,7.7,11.3,0.9,0.4,2.2,1.7,4.3,9.2
2011,16,661,MIA,Miami Heat,35.0,NBA,C,51.0,22.0,815.0,2.3,3.9,0.58,0.0,0.0,0.0,2.3,3.9,0.59,1.1,1.9,0.55,2.3,5.5,7.8,1.0,0.6,2.1,1.4,3.6,5.7
2012,1,661,ATL,Atlanta Hawks,36.0,NBA,C,15.0,0.0,83.0,0.4,3.5,0.12,0.0,0.0,,0.4,3.5,0.12,0.0,0.0,,4.3,6.5,10.8,1.7,0.4,1.7,1.3,3.9,0.9
