SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,21,SEA,Gary Payton,26,4,4,172,6.7,14.0,0.48,0.4,2.1,0.2,6.3,11.9,0.53,1.0,2.5,0.42,1.3,0.8,2.1,4.4,1.0,0.0,1.7,2.7,14.9
1995,21,SEA,Shawn Kemp,25,4,4,160,7.4,12.8,0.58,0.2,0.2,1.0,7.2,12.6,0.57,7.2,8.8,0.82,3.8,7.0,10.8,2.5,1.8,1.6,3.4,3.8,22.3
1995,21,SEA,Detlef Schrempf,32,4,4,153,5.4,13.4,0.4,2.4,4.2,0.56,3.1,9.2,0.33,4.5,5.6,0.79,0.5,4.0,4.5,2.8,0.7,0.5,2.6,2.8,17.6
1995,21,SEA,Sam Perkins,33,4,2,141,5.4,12.3,0.44,2.6,5.6,0.46,2.8,6.6,0.42,0.5,0.5,1.0,1.5,6.4,7.9,3.3,0.8,1.3,2.3,3.1,13.8
1995,21,SEA,Nate McMillan,30,4,4,113,2.5,7.3,0.35,0.3,2.5,0.12,2.2,4.8,0.47,0.6,0.6,1.0,2.2,3.5,5.7,9.2,3.2,0.6,2.2,4.1,6.1
1995,21,SEA,Vincent Askew,28,4,0,93,4.6,11.2,0.41,1.5,1.9,0.8,3.1,9.3,0.33,0.8,1.2,0.67,4.3,1.5,5.8,3.1,1.2,0.0,1.2,5.4,11.6
1995,21,SEA,Kendall Gill,26,4,0,72,4.5,12.5,0.36,1.0,4.0,0.25,3.5,8.5,0.41,2.5,4.0,0.62,0.5,1.5,2.0,5.0,2.0,0.5,2.0,3.0,12.5
1995,21,SEA,Ervin Johnson,27,4,2,54,2.7,9.3,0.29,0.0,0.0,,2.7,9.3,0.29,4.0,4.0,1.0,5.3,8.7,14.0,0.0,0.7,2.7,0.7,10.7,9.3
1995,21,SEA,Byron Houston,25,1,0,1,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,21,SEA,Steve Scheffler,27,1,0,1,36.0,36.0,1.0,0.0,0.0,,36.0,36.0,1.0,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0
