Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2013,MIA,LeBron James,1,1207.0,1210,0.998,MVP
2013,OKC,Kevin Durant,2,765.0,1210,0.632,MVP
2013,NYK,Carmelo Anthony,3,475.0,1210,0.393,MVP
2013,LAC,Chris Paul,4,289.0,1210,0.239,MVP
2013,LAL,Kobe Bryant,5,184.0,1210,0.152,MVP
2013,SAS,Tony Parker,6,86.0,1210,0.071,MVP
2013,SAS,Tim Duncan,7,65.0,1210,0.054,MVP
2013,HOU,James Harden,8,33.0,1210,0.027,MVP
2013,OKC,Russell Westbrook,9,9.0,1210,0.007,MVP
2013,MIA,Dwyane Wade,10,5.0,1210,0.004,MVP
2013,GSW,Stephen Curry,11,3.0,1210,0.002,MVP
2013,BOS,Kevin Garnett,12T,1.0,1210,0.001,MVP
2013,MEM,Marc Gasol,12T,1.0,1210,0.001,MVP
2013,DEN,Ty Lawson,12T,1.0,1210,0.001,MVP
2013,GSW,David Lee,12T,1.0,1210,0.001,MVP
2013,CHI,Joakim Noah,12T,1.0,1210,0.001,MVP
