Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1990,3,1401,NJN,New Jersey Nets,Jaren Jackson,"October 27, 1967",22.0,NBA,SG,28.0,0.0,160.0,7.6,20.8,0.36,0.0,0.9,0.0,7.6,19.9,0.38,5.1,6.3,0.81,4.8,2.4,7.3,3.9,3.9,0.3,5.4,4.8,20.2,87.0,108.0
1992,10,1401,GSW,Golden State Warriors,Jaren Jackson,"October 27, 1967",24.0,NBA,SG,5.0,0.0,54.0,9.5,19.8,0.48,0.0,0.0,,9.5,19.8,0.48,3.4,5.2,0.67,4.3,4.3,8.6,2.6,1.7,0.0,3.4,6.0,22.4,103.0,112.0
1993,13,1401,LAC,Los Angeles Clippers,Jaren Jackson,"October 27, 1967",25.0,NBA,SG,34.0,0.0,350.0,7.3,17.7,0.41,0.3,0.7,0.4,7.1,17.0,0.42,3.2,3.7,0.85,2.6,2.8,5.4,4.8,2.6,0.7,2.4,6.2,18.1,102.0,109.0
1994,25,1401,POR,Portland Trail Blazers,Jaren Jackson,"October 27, 1967",26.0,NBA,SG,29.0,0.0,187.0,8.8,22.6,0.39,0.0,1.6,0.0,8.8,21.0,0.42,3.1,3.6,0.86,1.6,2.9,4.4,7.0,1.0,0.5,3.6,5.2,20.8,93.0,110.0
1995,23,1401,PHI,Philadelphia 76Ers,Jaren Jackson,"October 27, 1967",27.0,NBA,SG,21.0,1.0,257.0,5.1,14.0,0.37,0.8,3.1,0.27,4.3,10.9,0.4,3.3,4.9,0.67,3.7,4.9,8.6,3.9,1.8,1.0,3.5,6.8,14.4,93.0,111.0
1996,11,1401,HOU,Houston Rockets,Jaren Jackson,"October 27, 1967",28.0,NBA,SG,4.0,0.0,33.0,0.0,12.5,0.0,0.0,7.8,0.0,0.0,4.7,0.0,12.5,15.6,0.8,0.0,4.7,4.7,0.0,1.6,0.0,0.0,7.8,12.5,79.0,110.0
1997,30,1401,WSB,Washington Bullets,Jaren Jackson,"October 27, 1967",29.0,NBA,SG,75.0,0.0,1133.0,6.1,15.1,0.41,2.4,7.2,0.34,3.7,7.8,0.47,2.4,3.2,0.77,1.4,4.6,6.1,3.0,2.1,0.7,2.8,6.0,17.2,101.0,106.0
1998,27,1401,SAS,San Antonio Spurs,Jaren Jackson,"October 27, 1967",30.0,NBA,SG,82.0,45.0,2226.0,6.3,15.9,0.39,2.7,7.2,0.38,3.6,8.7,0.41,2.3,2.9,0.8,1.3,3.8,5.1,3.8,1.5,0.2,2.5,5.4,17.6,102.0,103.0
1999,27,1401,SAS,San Antonio Spurs,Jaren Jackson,"October 27, 1967",31.0,NBA,SG,47.0,13.0,861.0,6.8,17.9,0.38,3.3,9.2,0.36,3.5,8.6,0.4,2.0,2.5,0.82,1.3,4.9,6.2,3.1,2.6,0.6,2.3,4.0,18.9,101.0,96.0
2000,27,1401,SAS,San Antonio Spurs,Jaren Jackson,"October 27, 1967",32.0,NBA,SG,81.0,12.0,1691.0,5.8,15.3,0.38,3.4,9.6,0.35,2.4,5.7,0.43,1.0,1.6,0.65,1.1,4.6,5.7,3.7,1.7,0.2,2.1,4.9,16.0,101.0,102.0
2001,27,1401,SAS,San Antonio Spurs,Jaren Jackson,"October 27, 1967",33.0,NBA,SG,16.0,0.0,114.0,7.5,18.8,0.4,3.3,8.5,0.39,4.2,10.3,0.41,0.0,0.9,0.0,0.5,5.2,5.6,3.3,2.4,0.0,1.4,6.1,18.3,98.0,99.0
2002,22,1401,ORL,Orlando Magic,Jaren Jackson,"October 27, 1967",34.0,NBA,SG,9.0,0.0,144.0,5.4,13.2,0.4,2.5,7.2,0.35,2.9,6.1,0.47,0.7,1.4,0.5,0.4,5.7,6.1,2.9,1.8,0.0,2.9,4.6,13.9,91.0,107.0
