Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",18.0,NBA,C,46.0,0.0,338.0,33.0,82.0,0.4,0.0,0.0,,33.0,82.0,0.4,0.4,8.0,27.0,0.3,34.0,46.0,80.0,9.0,4.0,22.0,17.0,56.0,74.0
2007,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",19.0,NBA,C,82.0,53.0,1793.0,247.0,443.0,0.56,0.0,3.0,0.0,247.0,440.0,0.56,0.56,143.0,214.0,0.67,139.0,345.0,484.0,94.0,12.0,128.0,115.0,249.0,637.0
2008,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",20.0,NBA,C,35.0,25.0,1008.0,189.0,297.0,0.64,0.0,0.0,,189.0,297.0,0.64,0.64,82.0,118.0,0.7,105.0,251.0,356.0,61.0,12.0,72.0,52.0,98.0,460.0
2009,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",21.0,NBA,C,50.0,50.0,1446.0,281.0,502.0,0.56,0.0,0.0,,281.0,502.0,0.56,0.56,152.0,215.0,0.71,137.0,261.0,398.0,71.0,18.0,90.0,85.0,157.0,714.0
2010,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",22.0,NBA,C,65.0,65.0,1977.0,392.0,688.0,0.57,0.0,1.0,0.0,392.0,687.0,0.57,0.57,193.0,261.0,0.74,177.0,364.0,541.0,68.0,35.0,94.0,115.0,193.0,977.0
2011,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",23.0,NBA,C,54.0,47.0,1500.0,237.0,413.0,0.57,0.0,0.0,,237.0,413.0,0.57,0.57,138.0,209.0,0.66,170.0,338.0,508.0,73.0,19.0,106.0,74.0,140.0,612.0
2012,14,444,LAL,Los Angeles Lakers,Andrew Bynum,"October 27, 1987",24.0,NBA,C,60.0,60.0,2112.0,444.0,796.0,0.56,1.0,5.0,0.2,443.0,791.0,0.56,0.56,234.0,338.0,0.69,192.0,517.0,709.0,85.0,27.0,116.0,152.0,104.0,1123.0
2014,31,444,TOT,Total After Trade,Andrew Bynum,"October 27, 1987",26.0,NBA,C,26.0,19.0,516.0,94.0,225.0,0.42,0.0,0.0,,94.0,225.0,0.42,0.42,37.0,49.0,0.76,53.0,92.0,145.0,29.0,6.0,29.0,34.0,31.0,225.0
2014,6,444,CLE,Cleveland Cavaliers,Andrew Bynum,"October 27, 1987",26.0,NBA,C,24.0,19.0,480.0,85.0,203.0,0.42,0.0,0.0,,85.0,203.0,0.42,0.42,32.0,42.0,0.76,47.0,79.0,126.0,27.0,6.0,28.0,30.0,28.0,202.0
2014,12,444,IND,Indiana Pacers,Andrew Bynum,"October 27, 1987",26.0,NBA,C,2.0,0.0,36.0,9.0,22.0,0.41,0.0,0.0,,9.0,22.0,0.41,0.41,5.0,7.0,0.71,6.0,13.0,19.0,2.0,0.0,1.0,4.0,3.0,23.0
