Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,23.0,BOS,NBA,SG,7.0,3.0,90.0,3.2,7.2,0.444,0.0,0.0,,3.2,7.2,0.444,1.2,2.8,0.429,1.6,3.2,4.8,0.8,1.2,0.8,2.0,6.8,7.6
2008,26.0,BOS,NBA,SG,15.0,0.0,65.0,5.0,8.9,0.563,0.0,0.6,0.0,5.0,8.3,0.6,1.1,2.8,0.4,0.6,1.1,1.7,1.7,1.1,0.0,0.6,2.8,11.1
2009,27.0,BOS,NBA,SG,10.0,0.0,60.0,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.6,0.6,1.0,0.6,4.8,5.4,1.8,1.2,0.0,0.6,2.4,5.4
2010,28.0,BOS,NBA,SG,24.0,0.0,391.0,4.3,9.0,0.48,0.0,0.5,0.0,4.3,8.6,0.505,2.6,3.3,0.778,1.2,2.6,3.8,1.6,2.3,1.3,2.1,5.3,11.2
2011,29.0,MEM,NBA,SG,13.0,13.0,350.0,4.4,10.4,0.426,0.1,0.7,0.143,4.3,9.7,0.447,2.8,4.2,0.659,1.5,2.4,3.9,2.1,2.6,0.5,2.5,4.4,11.7
2012,30.0,MEM,NBA,SG,7.0,7.0,170.0,3.8,9.5,0.4,0.0,1.1,0.0,3.8,8.5,0.45,2.5,3.6,0.706,1.7,3.0,4.7,1.1,1.9,1.5,2.1,4.4,10.2
2013,31.0,MEM,NBA,SG,15.0,15.0,422.0,4.6,10.7,0.432,0.2,0.7,0.25,4.4,10.0,0.444,3.8,4.9,0.759,3.2,4.6,7.8,2.3,2.6,0.4,1.6,4.1,13.1
2014,32.0,MEM,NBA,SG,7.0,1.0,230.0,5.5,11.3,0.486,0.0,1.1,0.0,5.5,10.2,0.538,2.5,3.3,0.762,3.6,4.9,8.5,1.6,1.9,0.2,1.9,3.6,13.5
2015,33.0,MEM,NBA,SG,10.0,9.0,279.0,3.6,7.4,0.491,0.1,0.9,0.143,3.5,6.5,0.54,1.2,1.5,0.75,1.8,4.9,6.7,1.9,3.1,1.4,1.7,3.5,8.5
2016,34.0,MEM,NBA,SG,4.0,2.0,94.0,3.8,12.6,0.303,0.4,2.7,0.143,3.4,10.0,0.346,3.4,5.0,0.692,2.3,1.9,4.2,1.1,1.9,0.8,2.3,4.2,11.5
