Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,24,350,PHO,Phoenix Suns,22.0,NBA,SF,82,56,2417,242,563,0.43,105,313,0.34,137,250,0.55,0.52,95,118,0.8,56,208,264,173,129,38,70,201,684
2020,24,350,PHO,Phoenix Suns,23.0,NBA,SF,73,32,2042,247,484,0.51,70,194,0.36,177,290,0.61,0.58,103,122,0.84,66,226,292,129,102,46,73,163,667
2021,24,350,PHO,Phoenix Suns,24.0,NBA,SF,15,15,501,78,153,0.51,39,85,0.46,39,68,0.57,0.64,31,38,0.82,22,65,87,27,9,17,8,31,226
