Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,27,2556,SAS,San Antonio Spurs,22.0,NBA,SF,26.0,0.0,393.0,76.0,157.0,0.48,0.0,2.0,0.0,76.0,155.0,0.49,0.48,31.0,43.0,0.72,31.0,63.0,94.0,19.0,18.0,6.0,28.0,57.0,183.0
1984,24,2556,PHO,Phoenix Suns,23.0,NBA,SF,50.0,0.0,586.0,97.0,203.0,0.48,0.0,0.0,,97.0,203.0,0.48,0.48,29.0,42.0,0.69,40.0,63.0,103.0,44.0,23.0,12.0,44.0,101.0,223.0
1985,24,2556,PHO,Phoenix Suns,24.0,NBA,SF,21.0,11.0,418.0,85.0,175.0,0.49,0.0,0.0,,85.0,175.0,0.49,0.49,45.0,59.0,0.76,38.0,51.0,89.0,29.0,23.0,4.0,34.0,59.0,215.0
1986,24,2556,PHO,Phoenix Suns,25.0,NBA,SF,82.0,5.0,1644.0,347.0,676.0,0.51,3.0,15.0,0.2,344.0,661.0,0.52,0.52,208.0,257.0,0.81,104.0,169.0,273.0,150.0,76.0,31.0,143.0,236.0,905.0
1987,24,2556,PHO,Phoenix Suns,26.0,NBA,SF,82.0,4.0,1655.0,357.0,722.0,0.49,2.0,17.0,0.12,355.0,705.0,0.5,0.5,143.0,183.0,0.78,101.0,170.0,271.0,126.0,61.0,23.0,105.0,210.0,859.0
1988,31,2556,TOT,Total After Trade,27.0,NBA,SF,59.0,16.0,883.0,153.0,303.0,0.5,0.0,1.0,0.0,153.0,302.0,0.51,0.5,59.0,76.0,0.78,38.0,71.0,109.0,56.0,31.0,9.0,50.0,131.0,365.0
1988,24,2556,PHO,Phoenix Suns,27.0,NBA,SF,35.0,5.0,466.0,82.0,171.0,0.48,0.0,1.0,0.0,82.0,170.0,0.48,0.48,39.0,53.0,0.74,28.0,34.0,62.0,30.0,18.0,4.0,27.0,73.0,203.0
1988,6,2556,CLE,Cleveland Cavaliers,27.0,NBA,SF,24.0,11.0,417.0,71.0,132.0,0.54,0.0,0.0,,71.0,132.0,0.54,0.54,20.0,23.0,0.87,10.0,37.0,47.0,26.0,13.0,5.0,23.0,58.0,162.0
1989,6,2556,CLE,Cleveland Cavaliers,28.0,NBA,SF,82.0,82.0,2102.0,332.0,733.0,0.45,3.0,10.0,0.3,329.0,723.0,0.46,0.46,97.0,135.0,0.72,98.0,209.0,307.0,133.0,89.0,32.0,104.0,230.0,764.0
1990,12,2556,IND,Indiana Pacers,29.0,NBA,SF,82.0,13.0,1531.0,225.0,479.0,0.47,5.0,14.0,0.36,220.0,465.0,0.47,0.48,55.0,75.0,0.73,78.0,152.0,230.0,89.0,43.0,23.0,79.0,220.0,510.0
1991,12,2556,IND,Indiana Pacers,30.0,NBA,SF,80.0,7.0,1357.0,206.0,494.0,0.42,4.0,20.0,0.2,202.0,474.0,0.43,0.42,47.0,57.0,0.82,73.0,112.0,185.0,106.0,37.0,26.0,65.0,198.0,463.0
1992,31,2556,TOT,Total After Trade,31.0,NBA,SF,31.0,20.0,633.0,92.0,161.0,0.57,1.0,3.0,0.33,91.0,158.0,0.58,0.57,36.0,47.0,0.77,27.0,69.0,96.0,53.0,24.0,10.0,22.0,83.0,221.0
1992,12,2556,IND,Indiana Pacers,31.0,NBA,SF,10.0,0.0,81.0,11.0,22.0,0.5,0.0,0.0,,11.0,22.0,0.5,0.5,5.0,6.0,0.83,0.0,8.0,8.0,11.0,2.0,1.0,6.0,8.0,27.0
1992,6,2556,CLE,Cleveland Cavaliers,31.0,NBA,SF,21.0,20.0,552.0,81.0,139.0,0.58,1.0,3.0,0.33,80.0,136.0,0.59,0.59,31.0,41.0,0.76,27.0,61.0,88.0,42.0,22.0,9.0,16.0,75.0,194.0
1993,6,2556,CLE,Cleveland Cavaliers,32.0,NBA,SF,53.0,51.0,1189.0,197.0,396.0,0.5,1.0,4.0,0.25,196.0,392.0,0.5,0.5,59.0,78.0,0.76,52.0,118.0,170.0,75.0,39.0,30.0,57.0,150.0,454.0
