Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
3020,21.0,290.0,14.4,0.6,0.3,0.57,0.45,9.2,5.0,23.6,2.5,0.75,19.9,20.8,0.2,0.5,0.6,0.11,0.55,2.2,2.75,0.1
