Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,22,2177,ORL,Orlando Magic,21.0,NBA,C,3.0,3.0,126.0,9.9,19.5,0.51,0.0,0.0,,9.9,19.5,0.51,6.9,14.7,0.47,7.4,9.9,17.3,3.0,0.9,3.9,4.3,5.6,26.8,,105.0,106.0
1995,22,2177,ORL,Orlando Magic,22.0,NBA,C,21.0,21.0,805.0,13.0,22.6,0.58,0.0,0.0,,13.0,22.6,0.58,9.9,17.4,0.57,6.3,10.3,16.7,4.7,1.2,2.7,4.9,5.6,36.0,,116.0,109.0
1996,22,2177,ORL,Orlando Magic,23.0,NBA,C,12.0,12.0,459.0,16.0,26.3,0.61,0.0,0.0,,16.0,26.3,0.61,5.9,14.9,0.39,6.0,8.7,14.6,6.7,1.1,1.8,5.4,4.9,37.8,,112.0,111.0
1997,14,2177,LAL,Los Angeles Lakers,24.0,NBA,C,9.0,9.0,326.0,15.2,29.5,0.51,0.0,0.0,,15.2,29.5,0.51,10.9,17.9,0.61,6.5,9.7,16.2,4.9,0.9,2.9,3.7,6.3,41.2,,114.0,105.0
1998,14,2177,LAL,Los Angeles Lakers,25.0,NBA,C,13.0,13.0,501.0,17.1,27.9,0.61,0.0,0.0,,17.1,27.9,0.61,8.7,17.2,0.5,5.2,9.1,14.3,4.1,0.8,3.7,4.7,4.4,42.9,,115.0,110.0
1999,14,2177,LAL,Los Angeles Lakers,26.0,NBA,C,8.0,8.0,315.0,13.2,26.0,0.51,0.0,0.0,,13.2,26.0,0.51,9.2,19.8,0.47,7.4,8.2,15.6,3.0,1.2,3.9,3.0,4.9,35.7,,107.0,104.0
2001,14,2177,LAL,Los Angeles Lakers,28.0,NBA,C,16.0,16.0,676.0,14.7,26.5,0.56,0.0,0.0,,14.7,26.5,0.56,8.1,15.4,0.52,7.0,12.0,19.1,3.9,0.5,2.9,4.4,4.2,37.6,,113.0,96.0
2002,14,2177,LAL,Los Angeles Lakers,29.0,NBA,C,19.0,19.0,776.0,13.7,26.0,0.53,0.0,0.0,,13.7,26.0,0.53,9.1,14.1,0.65,4.5,11.6,16.2,3.7,0.7,3.2,4.2,4.2,36.6,,112.0,99.0
2003,14,2177,LAL,Los Angeles Lakers,30.0,NBA,C,12.0,12.0,481.0,13.0,24.3,0.54,0.0,0.0,,13.0,24.3,0.54,8.8,14.2,0.62,6.8,12.4,19.1,4.7,0.8,3.7,3.8,3.7,34.9,,116.0,103.0
2004,14,2177,LAL,Los Angeles Lakers,31.0,NBA,C,22.0,22.0,917.0,11.0,18.6,0.59,0.0,0.0,,11.0,18.6,0.59,6.6,15.4,0.43,5.5,12.1,17.6,3.3,0.4,3.7,3.3,5.4,28.6,,108.0,96.0
2005,16,2177,MIA,Miami Heat,32.0,NBA,C,13.0,13.0,431.0,12.5,22.4,0.56,0.0,0.0,,12.5,22.4,0.56,6.2,13.1,0.47,2.3,10.2,12.6,3.1,0.6,2.3,5.2,6.4,31.1,,99.0,101.0
2006,16,2177,MIA,Miami Heat,33.0,NBA,C,23.0,23.0,759.0,12.5,20.4,0.61,0.0,0.0,,12.5,20.4,0.61,4.8,12.8,0.37,5.3,10.5,15.8,2.7,0.8,2.4,6.0,5.9,29.7,,100.0,100.0
2007,16,2177,MIA,Miami Heat,34.0,NBA,C,4.0,4.0,121.0,14.3,25.5,0.56,0.0,0.0,,14.3,25.5,0.56,3.9,11.7,0.33,6.9,7.8,14.7,2.2,0.4,2.6,6.1,6.5,32.5,,94.0,109.0
2008,24,2177,PHO,Phoenix Suns,35.0,NBA,C,5.0,5.0,150.0,7.6,17.3,0.44,0.0,0.0,,7.6,17.3,0.44,11.1,22.1,0.5,4.5,11.4,15.9,1.7,1.7,4.5,3.1,7.3,26.3,,99.0,99.0
2010,6,2177,CLE,Cleveland Cavaliers,37.0,NBA,C,11.0,11.0,243.0,10.2,19.8,0.52,0.0,0.0,,10.2,19.8,0.52,6.6,10.0,0.66,4.5,8.5,13.0,3.2,0.4,2.8,5.1,8.7,27.1,,102.0,106.0
2011,2,2177,BOS,Boston Celtics,38.0,NBA,C,2.0,0.0,12.0,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,0.0,9.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,18.0,9.0,,83.0,103.0
