Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1996,,1052,CHH,None,24.0,NBA,PG,42.0,8.0,621.0,6.4,16.0,0.4,2.8,7.0,0.4,3.6,8.9,0.41,3.9,5.1,0.77,0.7,3.0,3.6,9.5,1.4,0.0,5.3,6.7,19.5,,101.0,115.0
1997,31.0,1052,TOT,Total After Trade,25.0,NBA,PG,60.0,30.0,1188.0,5.8,14.7,0.4,2.9,6.8,0.42,3.0,7.9,0.38,2.7,3.5,0.78,0.5,3.2,3.7,9.8,1.5,0.1,3.4,4.6,17.3,,109.0,113.0
1997,,1052,CHH,None,25.0,NBA,PG,33.0,9.0,576.0,5.8,14.5,0.4,3.4,7.7,0.44,2.4,6.8,0.36,2.8,3.8,0.75,0.3,3.3,3.6,8.8,1.8,0.1,3.9,5.5,17.9,,107.0,112.0
1997,8.0,1052,DEN,Denver Nuggets,25.0,NBA,PG,27.0,21.0,612.0,5.9,14.9,0.39,2.4,6.0,0.39,3.5,8.9,0.39,2.6,3.2,0.82,0.8,3.1,3.9,10.6,1.2,0.1,3.0,3.9,16.7,,111.0,115.0
1998,8.0,1052,DEN,Denver Nuggets,26.0,NBA,PG,82.0,32.0,2212.0,6.5,15.4,0.42,1.5,4.0,0.38,5.0,11.4,0.44,3.6,4.5,0.81,1.0,2.6,3.6,6.7,2.1,0.2,2.1,3.6,18.2,,111.0,115.0
2001,8.0,1052,DEN,Denver Nuggets,29.0,NBA,PG,20.0,0.0,201.0,7.7,20.6,0.38,2.3,8.8,0.26,5.4,11.9,0.46,3.4,4.4,0.76,0.3,2.8,3.1,8.8,2.3,0.0,3.9,3.4,21.1,,96.0,109.0
2003,31.0,1052,TOT,Total After Trade,31.0,NBA,PG,15.0,0.0,85.0,5.7,15.8,0.36,1.9,5.7,0.33,3.8,10.1,0.38,2.5,4.4,0.57,0.0,3.8,3.8,2.5,1.9,0.0,3.8,3.8,15.8,,80.0,105.0
2003,27.0,1052,SAS,San Antonio Spurs,31.0,NBA,PG,10.0,0.0,51.0,5.2,18.8,0.28,2.1,8.4,0.25,3.1,10.5,0.3,0.0,2.1,0.0,0.0,3.1,3.1,3.1,3.1,0.0,2.1,5.2,12.5,,69.0,101.0
2003,30.0,1052,WAS,Washington Wizards,31.0,NBA,PG,5.0,0.0,34.0,6.4,11.2,0.57,1.6,1.6,1.0,4.8,9.6,0.5,6.4,8.0,0.8,0.0,4.8,4.8,1.6,0.0,0.0,6.4,1.6,20.8,,97.0,110.0
2004,31.0,1052,TOT,Total After Trade,32.0,NBA,PG,11.0,0.0,85.0,4.4,13.9,0.32,1.3,5.1,0.25,3.2,8.9,0.36,0.6,0.6,1.0,0.6,3.8,4.4,7.0,3.2,0.0,1.9,3.2,10.8,,89.0,100.0
2004,18.0,1052,MIN,Minnesota Timberwolves,32.0,NBA,PG,5.0,0.0,66.0,4.1,11.4,0.36,1.6,4.9,0.33,2.5,6.5,0.38,0.8,0.8,1.0,0.8,4.1,4.9,8.2,2.5,0.0,1.6,4.1,10.6,,105.0,101.0
2004,3.0,1052,NJN,New Jersey Nets,32.0,NBA,PG,6.0,0.0,19.0,5.6,22.6,0.25,0.0,5.6,0.0,5.6,16.9,0.33,0.0,0.0,,0.0,2.8,2.8,2.8,5.6,0.0,2.8,0.0,11.3,,53.0,94.0
2005,31.0,1052,TOT,Total After Trade,33.0,NBA,PG,33.0,2.0,537.0,5.6,13.4,0.42,3.2,7.9,0.4,2.5,5.5,0.45,2.6,3.1,0.84,1.0,4.8,5.8,7.7,1.5,0.0,1.5,3.2,17.0,,125.0,111.0
2005,9.0,1052,DET,Detroit Pistons,33.0,NBA,PG,9.0,0.0,55.0,4.0,15.0,0.27,3.0,9.0,0.33,1.0,6.0,0.17,7.0,8.0,0.88,1.0,7.0,8.0,0.0,0.0,0.0,1.0,5.0,18.0,,107.0,106.0
2005,17.0,1052,MIL,Milwaukee Bucks,33.0,NBA,PG,24.0,2.0,482.0,5.8,13.3,0.44,3.2,7.8,0.41,2.6,5.5,0.48,2.1,2.5,0.83,1.0,4.6,5.6,8.6,1.6,0.0,1.5,3.0,16.9,,127.0,112.0
2006,13.0,1052,LAC,Los Angeles Clippers,34.0,NBA,PG,3.0,0.0,22.0,2.4,16.6,0.14,0.0,4.8,0.0,2.4,11.9,0.2,0.0,0.0,,0.0,2.4,2.4,4.8,0.0,0.0,2.4,0.0,4.8,,41.0,111.0
