Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2006,19,2264,NOK,New Orleans/Oklahoma City Hornets,Chris Paul,"May 6, 1985",20.0,NBA,PG,78.0,78.0,2808.0,7.8,18.2,0.43,1.0,3.4,0.28,6.9,14.8,0.46,7.6,8.9,0.85,1.2,6.5,7.7,11.7,3.4,0.1,3.5,4.2,24.2,114.0,104.0
2007,19,2264,NOK,New Orleans/Oklahoma City Hornets,Chris Paul,"May 6, 1985",21.0,NBA,PG,64.0,64.0,2353.0,8.6,19.7,0.44,1.1,3.2,0.35,7.5,16.5,0.46,6.6,8.1,0.82,1.2,5.1,6.3,12.9,2.7,0.1,3.6,3.5,25.0,116.0,106.0
2008,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",22.0,NBA,PG,80.0,80.0,3006.0,11.2,22.9,0.49,1.6,4.4,0.37,9.6,18.5,0.52,5.9,6.9,0.85,1.1,4.6,5.7,16.4,3.9,0.1,3.6,3.3,29.9,125.0,103.0
2009,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",23.0,NBA,PG,78.0,78.0,3002.0,11.5,22.9,0.5,1.2,3.2,0.36,10.3,19.6,0.52,8.3,9.5,0.87,1.3,6.6,7.9,15.7,3.9,0.2,4.2,3.9,32.4,124.0,103.0
2010,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",24.0,NBA,PG,45.0,45.0,1712.0,9.5,19.3,0.49,1.6,3.8,0.41,7.9,15.4,0.51,4.9,5.8,0.85,0.6,5.2,5.8,14.5,2.9,0.2,3.4,3.6,25.5,122.0,109.0
2011,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",25.0,NBA,PG,80.0,80.0,2880.0,8.1,17.4,0.46,1.3,3.4,0.39,6.7,14.0,0.48,6.3,7.2,0.88,0.7,5.4,6.1,14.7,3.5,0.1,3.3,3.7,23.8,122.0,103.0
2012,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",26.0,NBA,PG,60.0,60.0,2181.0,10.5,22.0,0.48,1.9,5.3,0.37,8.5,16.7,0.51,6.4,7.5,0.86,1.0,4.2,5.3,13.4,3.8,0.1,3.1,3.4,29.3,126.0,104.0
2013,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",27.0,NBA,PG,70.0,70.0,2335.0,9.3,19.3,0.48,1.7,5.2,0.33,7.6,14.1,0.54,6.5,7.3,0.88,1.2,4.7,5.9,15.3,3.8,0.2,3.6,3.2,26.7,127.0,102.0
2014,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",28.0,NBA,PG,62.0,62.0,2171.0,9.4,20.0,0.47,1.8,4.9,0.37,7.6,15.2,0.5,6.8,8.0,0.86,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,125.0,103.0
2015,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",29.0,NBA,PG,82.0,82.0,2857.0,10.1,20.8,0.48,2.5,6.2,0.4,7.6,14.6,0.52,5.1,5.7,0.9,0.9,5.7,6.7,14.9,2.8,0.3,3.4,3.6,27.7,126.0,105.0
2016,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",30.0,NBA,PG,74.0,74.0,2420.0,10.7,23.1,0.46,2.5,6.8,0.37,8.1,16.3,0.5,6.1,6.8,0.9,0.8,5.6,6.4,15.3,3.1,0.3,4.0,3.8,29.9,119.0,103.0
2017,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",31.0,NBA,PG,61.0,61.0,1921.0,9.7,20.4,0.48,3.2,7.9,0.41,6.5,12.6,0.52,6.0,6.8,0.89,1.0,6.9,7.9,14.6,3.1,0.2,3.8,3.8,28.7,126.0,106.0
2018,11,2264,HOU,Houston Rockets,Chris Paul,"May 6, 1985",32.0,NBA,PG,58.0,58.0,1847.0,9.8,21.3,0.46,3.8,10.1,0.38,5.9,11.2,0.53,5.4,5.9,0.92,1.0,7.4,8.3,12.2,2.6,0.4,3.4,3.8,28.8,126.0,105.0
2019,11,2264,HOU,Houston Rockets,Chris Paul,"May 6, 1985",33.0,NBA,PG,58.0,58.0,1857.0,8.0,19.0,0.42,3.4,9.4,0.36,4.6,9.6,0.48,4.6,5.4,0.86,1.0,6.0,7.0,12.5,3.0,0.5,4.0,3.9,23.9,118.0,109.0
2020,21,2264,OKC,Oklahoma City Thunder,Chris Paul,"May 6, 1985",34.0,NBA,PG,70.0,70.0,2208.0,9.6,19.5,0.49,2.4,6.7,0.36,7.1,12.8,0.55,5.6,6.1,0.91,0.6,7.1,7.7,10.4,2.4,0.2,3.5,3.5,27.1,120.0,108.0
2021,24,2264,PHO,Phoenix Suns,Chris Paul,"May 6, 1985",35.0,NBA,PG,31.0,31.0,993.0,9.7,20.1,0.48,2.4,6.2,0.38,7.3,13.8,0.53,3.8,3.9,0.96,0.8,6.4,7.2,13.6,1.9,0.4,3.6,4.0,25.7,122.0,110.0
