Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,21.0,NYK,NBA,PG,59.0,35.0,1705.0,4.5,11.3,0.401,1.0,3.3,0.306,3.5,8.0,0.44,1.8,2.3,0.798,0.9,3.0,3.9,3.5,2.1,0.2,2.3,3.7,11.9
2013,22.0,NYK,NBA,SG,45.0,45.0,996.0,3.9,9.9,0.396,1.8,4.6,0.402,2.1,5.3,0.392,1.3,1.7,0.766,1.1,3.8,4.9,2.7,1.6,0.3,1.3,3.6,11.0
2014,23.0,NYK,NBA,SG,74.0,58.0,1962.0,3.4,8.9,0.378,1.4,4.2,0.333,2.0,4.7,0.418,1.0,1.3,0.746,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1
2015,24.0,TOT,NBA,SG,62.0,25.0,1545.0,4.5,11.0,0.41,1.6,4.6,0.342,2.9,6.4,0.458,1.0,1.5,0.672,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6
2015,24.0,NYK,NBA,SG,24.0,24.0,625.0,5.1,12.4,0.409,1.3,3.8,0.348,3.7,8.6,0.436,1.4,2.1,0.676,1.3,3.4,4.7,4.5,1.7,0.2,2.4,3.9,12.9
2015,24.0,CLE,NBA,SG,38.0,1.0,920.0,4.1,10.0,0.41,1.7,5.1,0.338,2.4,4.9,0.484,0.7,1.1,0.667,1.3,4.3,5.6,2.2,2.0,0.5,1.9,2.8,10.6
2016,25.0,CLE,NBA,SG,54.0,5.0,1316.0,3.1,8.3,0.374,1.2,4.0,0.295,1.9,4.3,0.447,1.1,1.4,0.784,0.9,4.7,5.6,2.5,1.5,0.5,1.6,3.3,8.5
2017,26.0,CLE,NBA,SG,76.0,31.0,1937.0,3.7,9.1,0.411,1.7,4.9,0.36,2.0,4.2,0.469,1.3,1.7,0.789,0.7,3.3,4.1,2.0,1.2,0.5,1.4,2.8,10.5
2018,27.0,CLE,NBA,SG,14.0,6.0,276.0,2.9,7.6,0.379,0.9,3.4,0.269,2.0,4.2,0.469,1.4,2.0,0.733,0.9,4.4,5.3,2.2,1.2,0.5,2.1,2.9,8.1
2019,28.0,TOT,NBA,SG,62.0,41.0,1481.0,4.1,10.8,0.374,2.3,6.6,0.348,1.8,4.2,0.416,0.9,1.1,0.8,0.7,3.8,4.4,2.7,1.4,0.6,1.2,3.1,11.3
2019,28.0,SAC,NBA,SG,42.0,40.0,1099.0,4.4,11.4,0.382,2.4,6.6,0.366,1.9,4.8,0.404,1.1,1.3,0.829,0.6,3.6,4.2,3.0,1.5,0.7,1.2,3.0,12.3
2019,28.0,HOU,NBA,SG,20.0,1.0,382.0,3.2,9.2,0.347,2.0,6.7,0.296,1.2,2.5,0.481,0.2,0.4,0.5,0.8,4.3,5.1,2.0,1.1,0.4,1.1,3.3,8.6
2020,29.0,BRK,NBA,SF,13.0,0.0,241.0,3.1,9.6,0.328,1.2,4.9,0.242,1.9,4.6,0.419,0.6,1.0,0.571,1.3,3.7,5.1,1.8,1.8,0.3,1.5,3.1,8.1
