Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1999,23.0,LAL,NBA,SF,24.0,144.0,14.3,0.503,0.118,0.608,14.1,10.3,12.2,2.2,1.8,1.5,15.7,24.0,,0.1,0.1,0.2,0.07,,-1.5,-2.5,-4.1,-0.1
2001,25.0,SEA,NBA,SF,76.0,2059.0,19.3,0.544,0.048,0.482,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,,3.8,1.7,5.5,0.128,,2.0,-0.1,1.9,2.1
2002,26.0,POR,NBA,SF,75.0,1765.0,18.8,0.567,0.058,0.443,10.2,9.6,9.9,10.5,2.4,1.6,13.4,22.1,,3.7,1.9,5.6,0.151,,2.0,0.2,2.1,1.8
2003,27.0,POR,NBA,SF,78.0,1655.0,14.5,0.53,0.039,0.426,8.8,10.5,9.6,10.2,2.4,1.3,16.0,20.4,,1.4,1.8,3.2,0.093,,-0.6,0.0,-0.6,0.6
2004,28.0,POR,NBA,SF,73.0,1651.0,14.6,0.53,0.03,0.481,9.4,9.9,9.6,13.9,2.8,1.0,18.0,16.7,,1.7,1.3,3.0,0.087,,-0.4,0.7,0.4,1.0
2005,29.0,POR,NBA,SF,70.0,1957.0,15.8,0.558,0.042,0.469,7.7,8.3,8.1,12.4,2.9,0.8,16.5,20.4,,1.8,1.6,3.4,0.083,,-0.6,0.3,-0.3,0.9
2006,30.0,TOT,NBA,"SF,SG",71.0,1792.0,16.4,0.547,0.02,0.532,7.8,8.4,8.1,12.7,2.3,0.9,16.1,24.1,,1.1,1.0,2.1,0.055,,0.2,-0.8,-0.5,0.7
2006,30.0,POR,NBA,SF,45.0,1056.0,17.0,0.537,0.018,0.596,8.2,9.4,8.8,10.7,2.2,0.9,14.6,25.1,,0.7,0.3,1.0,0.044,,0.8,-1.3,-0.5,0.4
2006,30.0,DEN,NBA,SG,26.0,736.0,15.4,0.563,0.023,0.438,7.2,7.1,7.1,15.6,2.4,0.9,18.2,22.7,,0.4,0.7,1.1,0.071,,-0.6,0.0,-0.7,0.2
2007,31.0,MIL,NBA,SF,81.0,2508.0,18.5,0.578,0.022,0.434,8.8,11.9,10.3,15.5,2.3,0.8,16.2,22.2,,4.1,1.3,5.4,0.103,,1.7,-0.6,1.0,1.9
2008,32.0,LAC,NBA,SF,20.0,327.0,10.9,0.486,0.023,0.5,8.4,14.2,11.3,8.8,3.3,1.6,20.5,18.6,,-0.4,0.4,0.1,0.01,,-4.1,1.6,-2.5,0.0
