Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,23,1651,PHI,Philadelphia 76Ers,22.0,NBA,SF,74.0,0.0,882.0,7.1,20.2,0.35,5.0,12.8,0.39,2.1,7.4,0.28,1.2,1.5,0.79,1.9,5.0,6.9,2.5,1.5,0.5,2.5,6.3,20.4,,97.0,104.0
2005,23,1651,PHI,Philadelphia 76Ers,23.0,NBA,SF,82.0,57.0,2667.0,6.0,14.4,0.42,4.3,10.6,0.4,1.7,3.8,0.45,1.6,1.8,0.85,0.8,6.4,7.2,3.4,2.0,0.6,2.0,5.0,17.9,,112.0,105.0
2006,23,1651,PHI,Philadelphia 76Ers,24.0,NBA,SF,82.0,43.0,2563.0,6.6,15.4,0.43,3.7,8.9,0.42,2.9,6.5,0.44,2.0,2.4,0.85,0.5,4.9,5.5,3.3,1.3,0.5,2.0,4.5,19.0,,111.0,110.0
2007,23,1651,PHI,Philadelphia 76Ers,25.0,NBA,SF,74.0,1.0,2288.0,8.6,19.5,0.44,3.1,7.1,0.43,5.6,12.4,0.45,4.4,4.8,0.91,0.7,5.3,6.0,2.4,1.3,0.5,2.7,4.3,24.7,,109.0,109.0
2008,31,1651,TOT,Total After Trade,26.0,NBA,"PF,SG",75.0,0.0,1732.0,7.7,17.3,0.44,3.3,8.9,0.38,4.3,8.4,0.52,3.6,3.9,0.92,0.6,4.5,5.2,3.0,1.3,0.9,2.3,5.8,22.3,,114.0,109.0
2008,23,1651,PHI,Philadelphia 76Ers,26.0,NBA,PF,25.0,0.0,657.0,7.3,18.3,0.4,3.1,8.7,0.35,4.2,9.6,0.44,2.5,2.7,0.91,1.0,4.9,5.9,2.7,1.6,0.5,2.3,5.4,20.1,,105.0,108.0
2008,29,1651,UTA,Utah Jazz,26.0,NBA,SG,50.0,0.0,1075.0,7.9,16.7,0.47,3.5,9.0,0.39,4.4,7.7,0.57,4.2,4.6,0.92,0.4,4.3,4.7,3.3,1.1,1.1,2.3,6.0,23.5,,120.0,109.0
2009,29,1651,UTA,Utah Jazz,27.0,NBA,SF,78.0,2.0,1874.0,6.7,15.4,0.44,2.8,7.3,0.39,3.9,8.1,0.48,3.1,3.5,0.88,1.0,6.1,7.1,3.8,1.3,0.8,2.5,4.7,19.4,,110.0,109.0
2010,29,1651,UTA,Utah Jazz,28.0,NBA,SG,52.0,0.0,952.0,7.4,15.0,0.49,3.2,5.9,0.54,4.2,9.1,0.46,2.1,2.6,0.8,0.5,5.4,6.0,4.8,1.4,0.6,2.3,4.1,20.1,,116.0,107.0
2011,5,1651,CHI,Charlotte Bobcats,29.0,NBA,SG,82.0,0.0,1649.0,7.8,17.9,0.43,3.9,9.3,0.42,3.9,8.6,0.46,2.5,2.8,0.88,0.4,4.4,4.8,4.0,1.1,0.6,1.9,5.0,21.9,,115.0,104.0
2012,5,1651,CHI,Charlotte Bobcats,30.0,NBA,SG,65.0,7.0,1469.0,6.5,15.1,0.43,4.3,9.9,0.44,2.2,5.2,0.43,2.0,2.4,0.83,1.0,4.9,5.8,4.1,1.3,0.5,1.9,4.0,19.4,,120.0,101.0
2013,1,1651,ATL,Atlanta Hawks,31.0,NBA,SF,74.0,60.0,2259.0,6.4,13.8,0.46,4.3,9.5,0.46,2.0,4.3,0.47,1.5,1.8,0.86,0.5,6.2,6.7,3.3,1.6,0.8,1.6,3.9,18.6,,119.0,105.0
2014,1,1651,ATL,Atlanta Hawks,32.0,NBA,SG,71.0,71.0,2408.0,6.1,12.8,0.48,3.9,8.3,0.47,2.2,4.6,0.48,1.8,2.0,0.93,0.5,5.5,5.9,4.4,1.5,0.5,2.1,3.1,17.9,,118.0,108.0
2015,1,1651,ATL,Atlanta Hawks,33.0,NBA,SG,75.0,75.0,2418.0,6.2,12.7,0.49,4.7,9.5,0.49,1.5,3.2,0.47,2.2,2.5,0.9,0.3,6.1,6.4,4.1,1.1,0.9,2.3,3.0,19.3,,122.0,106.0
2016,1,1651,ATL,Atlanta Hawks,34.0,NBA,SG,80.0,80.0,2401.0,5.5,12.7,0.44,3.3,8.2,0.4,2.3,4.5,0.5,0.9,1.1,0.83,0.3,5.1,5.4,3.4,1.2,0.7,2.0,3.3,15.2,,104.0,105.0
2017,31,1651,TOT,Total After Trade,35.0,NBA,SG,67.0,22.0,1753.0,6.8,14.6,0.46,4.6,10.2,0.45,2.2,4.4,0.49,1.1,1.2,0.9,0.2,5.1,5.3,3.1,1.0,0.6,2.0,3.0,19.2,,116.0,111.0
2017,1,1651,ATL,Atlanta Hawks,35.0,NBA,SG,32.0,21.0,894.0,6.0,13.6,0.44,3.6,8.8,0.41,2.4,4.8,0.49,1.3,1.5,0.89,0.0,4.9,4.9,4.1,1.3,0.7,2.2,2.6,16.8,,109.0,109.0
2017,6,1651,CLE,Cleveland Cavaliers,35.0,NBA,SG,35.0,1.0,859.0,7.6,15.6,0.49,5.6,11.6,0.48,2.0,4.0,0.49,0.8,0.9,0.93,0.4,5.2,5.6,2.0,0.6,0.5,1.7,3.5,21.7,,122.0,114.0
2018,6,1651,CLE,Cleveland Cavaliers,36.0,NBA,SG,73.0,4.0,1574.0,6.9,15.1,0.46,5.1,11.7,0.44,1.8,3.4,0.54,2.0,2.2,0.89,0.3,4.9,5.1,2.7,1.0,0.8,1.7,4.0,20.9,,120.0,114.0
2019,31,1651,TOT,Total After Trade,37.0,NBA,"PF,SG",70.0,0.0,1334.0,7.3,17.4,0.42,5.0,12.6,0.4,2.3,4.9,0.47,2.2,2.6,0.82,0.3,5.5,5.9,2.9,0.9,0.4,2.1,3.8,21.7,,109.0,111.0
2019,6,1651,CLE,Cleveland Cavaliers,37.0,NBA,PF,16.0,0.0,251.0,6.9,15.0,0.46,4.9,10.7,0.46,2.0,4.4,0.46,2.6,3.2,0.81,0.0,5.7,5.7,3.4,0.6,0.4,3.4,4.4,21.4,,112.0,120.0
2019,29,1651,UTA,Utah Jazz,37.0,NBA,SG,54.0,0.0,1083.0,7.3,18.0,0.41,5.0,13.0,0.38,2.3,5.0,0.47,2.1,2.5,0.82,0.4,5.5,5.9,2.8,1.0,0.4,1.9,3.7,21.7,,109.0,109.0
2020,17,1651,MIL,Milwaukee Bucks,38.0,NBA,SF,58.0,1.0,960.0,6.0,13.9,0.43,4.7,11.3,0.42,1.3,2.7,0.48,1.7,2.0,0.85,0.7,5.1,5.8,3.2,1.2,0.6,2.3,3.7,18.4,,113.0,106.0
