Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1988,22.0,IND,NBA,SG,82,1,1840,306,627,0.488,61,172,0.355,245,455,0.538,0.537,149,186,0.801,95,95,190,132,53,19,101,157,822,,0
1989,23.0,IND,NBA,SG,74,70,2536,398,831,0.479,98,244,0.402,300,587,0.511,0.538,287,340,0.844,73,219,292,227,93,29,143,170,1181,,0
1990,24.0,IND,NBA,SG,82,82,3192,661,1287,0.514,150,362,0.414,511,925,0.552,0.572,544,627,0.868,95,200,295,311,110,18,222,175,2016,,0
1991,25.0,IND,NBA,SG,82,82,2972,596,1164,0.512,112,322,0.348,484,842,0.575,0.56,551,600,0.918,81,200,281,331,109,13,163,165,1855,,1
1992,26.0,IND,NBA,SG,82,82,3120,562,1121,0.501,129,341,0.378,433,780,0.555,0.559,442,515,0.858,82,236,318,314,105,26,157,210,1695,,0
1993,27.0,IND,NBA,SG,82,82,2954,571,1193,0.479,167,419,0.399,404,774,0.522,0.549,427,485,0.88,67,191,258,262,120,26,145,182,1736,,0
1994,28.0,IND,NBA,SG,79,79,2638,524,1042,0.503,123,292,0.421,401,750,0.535,0.562,403,444,0.908,30,182,212,248,119,24,175,193,1574,,0
1995,29.0,IND,NBA,SG,81,81,2665,505,1092,0.462,195,470,0.415,310,622,0.498,0.552,383,427,0.897,30,180,210,242,98,16,151,157,1588,,0
1996,30.0,IND,NBA,SG,76,76,2621,504,1066,0.473,168,410,0.41,336,656,0.512,0.552,430,498,0.863,38,176,214,253,77,13,189,175,1606,,0
1997,31.0,IND,NBA,SG,81,81,2966,552,1244,0.444,229,536,0.427,323,708,0.456,0.536,418,475,0.88,53,233,286,273,75,25,166,172,1751,,0
1998,32.0,IND,NBA,SG,81,81,2795,516,1081,0.477,164,382,0.429,352,699,0.504,0.553,382,440,0.868,46,186,232,171,78,11,128,148,1578,,0
1999,33.0,IND,NBA,SG,50,50,1787,294,671,0.438,106,275,0.385,188,396,0.475,0.517,226,247,0.915,25,110,135,112,37,9,76,101,920,,0
2001,35.0,IND,NBA,SG,81,81,3181,517,1176,0.44,170,464,0.366,347,712,0.487,0.512,323,348,0.928,38,247,285,260,81,15,133,162,1527,,0
2002,36.0,IND,NBA,SG,79,79,2889,414,913,0.453,180,443,0.406,234,470,0.498,0.552,296,325,0.911,23,196,219,253,88,10,120,143,1304,,0
2003,37.0,IND,NBA,SG,70,70,2117,281,637,0.441,113,318,0.355,168,319,0.527,0.53,207,230,0.9,21,151,172,170,62,4,66,89,882,,0
2004,38.0,IND,NBA,SG,80,80,2254,260,594,0.438,134,334,0.401,126,260,0.485,0.551,146,165,0.885,18,170,188,249,65,11,68,96,800,,0
2005,39.0,IND,NBA,SG,66,66,2105,314,719,0.437,96,298,0.322,218,421,0.518,0.503,250,268,0.933,18,138,156,146,50,5,77,109,974,,0
