Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1996,26,826,SAC,Sacramento Kings,Tyus Edney,1973-02-14,22.0,NBA,PG,80.0,60.0,2481.0,6.3,15.3,0.41,1.1,3.0,0.37,5.2,12.3,0.42,4.1,5.2,0.78,1.3,2.9,4.2,10.2,1.8,0.1,4.0,4.2,17.8,106.0,112.0
1997,26,826,SAC,Sacramento Kings,Tyus Edney,1973-02-14,23.0,NBA,PG,70.0,20.0,1376.0,5.7,15.0,0.38,0.3,1.6,0.19,5.4,13.4,0.41,6.8,8.2,0.82,1.3,3.0,4.3,8.7,2.3,0.1,4.3,3.8,18.6,102.0,110.0
1998,2,826,BOS,Boston Celtics,Tyus Edney,1973-02-14,24.0,NBA,PG,52.0,7.0,623.0,7.7,17.8,0.43,0.2,0.8,0.3,7.4,17.0,0.44,7.3,9.2,0.79,1.7,2.9,4.5,11.5,4.2,0.1,5.5,5.7,22.9,105.0,104.0
2001,12,826,IND,Indiana Pacers,Tyus Edney,1973-02-14,27.0,NBA,PG,24.0,0.0,263.0,7.1,18.6,0.38,0.2,1.2,0.17,6.9,17.4,0.4,7.1,8.0,0.9,1.0,3.9,4.9,11.0,3.5,0.0,5.1,3.5,21.6,99.0,102.0
