PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jason Kidd,28,20,803,21.7,0.49200000000000005,0.254,0.28,5.7,17.6,11.4,40.8,2.2,0.8,14.4,25.8,,1.3,1.0,2.3,0.139,,4.6,1.4,6.0,1.6
Kenyon Martin,24,20,749,13.7,0.47700000000000004,0.03,0.36200000000000004,4.3,13.3,8.7,13.4,1.7,2.7,12.9,24.0,,0.0,0.8,0.8,0.053,,-1.2,0.9,-0.3,0.3
Keith Van Horn,26,20,643,14.3,0.507,0.349,0.203,5.4,18.2,11.6,10.8,1.5,1.1,11.8,20.6,,0.5,0.7,1.2,0.09,,1.5,0.4,1.9,0.6
Kerry Kittles,27,20,580,16.7,0.511,0.315,0.20800000000000002,3.5,8.8,6.1,13.4,2.9,1.2,6.7,19.4,,0.9,0.7,1.6,0.128,,1.8,2.3,4.1,0.9
Richard Jefferson,21,20,441,11.2,0.495,0.018000000000000002,0.526,3.9,19.9,11.7,9.2,1.3,1.6,15.6,16.8,,0.0,0.5,0.5,0.053,,-2.0,0.7,-1.3,0.1
Lucious Harris,31,20,418,15.4,0.5760000000000001,0.165,0.353,3.4,11.3,7.2,7.4,1.6,0.0,9.4,18.1,,0.8,0.3,1.2,0.134,,0.9,0.4,1.4,0.3
Aaron Williams,30,20,416,10.8,0.5589999999999999,0.01,0.479,6.2,12.8,9.4,6.1,1.0,3.1,16.5,14.9,,0.4,0.4,0.8,0.09699999999999999,,-3.3,1.1,-2.2,0.0
Todd MacCulloch,26,20,384,14.4,0.514,0.0,0.292,12.4,18.1,15.1,6.0,0.7,5.6,16.1,16.5,,0.3,0.5,0.8,0.096,,-1.5,0.4,-1.0,0.1
Jason Collins,23,17,227,7.3,0.493,0.0,1.1520000000000001,11.4,8.7,10.1,4.5,1.1,2.1,19.4,12.1,,0.1,0.2,0.3,0.066,,-4.6,-0.1,-4.7,-0.2
Anthony Johnson,27,19,161,8.8,0.43200000000000005,0.18899999999999997,0.20800000000000002,1.3,8.6,4.9,21.2,1.9,0.0,12.2,18.2,,0.0,0.1,0.1,0.027999999999999997,,-4.5,0.8,-3.7,-0.1
Donny Marshall,29,7,14,-2.7,0.276,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,,0.0,0.0,0.0,-0.138,,-7.5,-4.8,-12.3,0.0
Brian Scalabrine,23,6,14,4.7,0.33299999999999996,0.33299999999999996,0.0,7.7,16.5,12.0,0.0,0.0,5.7,25.0,12.7,,0.0,0.0,0.0,-0.075,,-3.3,-1.4,-4.7,0.0
