PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Chauncey Billups,25,3,134,16.6,0.552,0.294,0.392,0.8,11.6,5.9,21.9,1.1,0.6,13.1,22.0,,0.3,-0.1,0.2,0.062,,1.4,-0.4,0.9,0.1
Wally Szczerbiak,24,3,131,16.5,0.578,0.205,0.409,7.0,10.1,8.5,7.8,0.8,0.0,13.4,19.6,,0.3,-0.1,0.2,0.066,,1.8,-1.4,0.4,0.1
Kevin Garnett,25,3,130,25.5,0.514,0.036000000000000004,0.5710000000000001,12.5,34.1,22.8,20.4,1.9,3.0,14.6,27.1,,0.3,0.0,0.3,0.121,,4.6,1.7,6.3,0.3
Rasho Nesterović,25,3,92,11.5,0.486,0.0,0.29,6.6,16.9,11.5,5.6,0.5,0.0,10.3,18.2,,0.1,-0.1,0.0,-0.013000000000000001,,-1.2,-0.8,-2.0,0.0
Anthony Peeler,32,3,67,13.6,0.596,0.45,0.3,1.5,19.8,10.3,4.8,3.0,0.0,20.9,18.3,,0.0,0.0,0.0,0.016,,-0.4,2.4,2.0,0.1
Gary Trent,27,3,48,10.3,0.51,0.0,0.375,10.6,9.2,9.9,3.6,0.0,0.0,13.9,19.3,,0.0,-0.1,0.0,-0.023,,-2.2,-3.1,-5.3,0.0
Joe Smith,26,3,43,12.6,0.618,0.0,1.143,9.4,18.0,13.5,0.0,0.0,1.8,8.7,11.5,,0.1,0.0,0.1,0.1,,-0.9,-1.3,-2.2,0.0
Sam Mitchell,38,3,34,8.2,0.405,0.0,0.222,0.0,6.5,3.1,13.3,1.5,2.3,0.0,12.5,,0.0,0.0,0.0,0.002,,-2.8,2.3,-0.5,0.0
Felipe López,27,3,30,0.8,0.41,0.5,0.5,3.4,0.0,1.8,4.7,1.7,0.0,17.0,8.4,,0.0,0.0,0.0,-0.068,,-5.0,-1.1,-6.1,0.0
Robert Pack,32,3,10,-15.4,0.276,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.5,27.6,,-0.1,0.0,-0.1,-0.374,,-21.0,-5.6,-26.6,-0.1
Marc Jackson,27,1,1,-17.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.069,,-17.6,0.9,-16.7,0.0
