SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1984,23,PHI,Moses Malone,28,5,212,17.0,0.55,0.0,0.39,11.4,27.1,19.3,5.2,0.7,3.1,17.8,23.1,,0.1,0.4,0.5,0.11,,0.9,-1.0,-0.1,0.1
1984,23,PHI,Julius Erving,33,5,194,15.2,0.53,0.01,0.29,5.6,13.9,9.8,20.4,2.0,1.9,19.7,22.8,,0.0,0.3,0.3,0.07,,1.7,0.3,2.0,0.2
1984,23,PHI,Andrew Toney,26,5,180,12.1,0.57,0.06,0.39,3.4,3.9,3.6,17.8,1.1,0.3,21.7,26.6,,0.0,0.2,0.1,0.03,,-0.9,-2.5,-3.4,-0.1
1984,23,PHI,Maurice Cheeks,27,5,171,16.4,0.56,0.02,0.22,1.4,6.8,4.2,18.2,3.6,0.0,12.0,20.3,,0.2,0.3,0.5,0.14,,0.3,1.8,2.2,0.2
1984,23,PHI,Bobby Jones,32,5,130,14.8,0.61,0.0,0.61,8.3,12.6,10.5,9.9,1.1,3.2,16.9,15.1,,0.2,0.2,0.4,0.15,,2.4,0.7,3.1,0.2
1984,23,PHI,Clint Richardson,27,5,115,12.5,0.65,0.0,0.52,4.2,12.2,8.3,12.4,1.2,0.5,12.4,11.6,,0.2,0.1,0.4,0.16,,0.2,0.8,1.0,0.1
1984,23,PHI,Marc Iavaroni,27,4,64,6.5,0.59,0.13,0.53,5.7,9.1,7.4,6.6,0.7,0.9,21.3,15.2,,0.0,0.1,0.1,0.08,,-4.3,-0.4,-4.7,0.0
1984,23,PHI,Sam Williams,24,4,55,2.3,0.28,0.0,0.25,2.2,10.6,6.5,7.0,1.7,6.5,36.0,10.5,,-0.2,0.1,-0.1,-0.07,,-5.5,2.7,-2.8,0.0
1984,23,PHI,Clemon Johnson,27,5,45,2.2,0.33,0.0,0.0,8.0,7.8,7.9,0.0,1.1,5.3,20.0,13.8,,-0.1,0.1,-0.1,-0.06,,-6.3,-0.3,-6.6,-0.1
1984,23,PHI,Wes Matthews,24,4,23,7.0,0.56,0.25,0.25,0.0,0.0,0.0,27.1,2.1,0.0,31.1,23.2,,0.0,0.0,0.0,-0.04,,-2.8,-2.0,-4.8,0.0
1984,23,PHI,Sedale Threatt,22,3,6,7.1,0.33,0.67,0.0,20.1,19.5,19.8,25.6,7.9,0.0,40.0,34.6,,-0.1,0.0,0.0,-0.3,,-5.6,0.9,-4.7,0.0
1984,23,PHI,Leo Rautins,23,3,5,33.4,0.5,0.67,0.0,48.2,0.0,23.8,32.4,9.5,0.0,0.0,24.9,,0.0,0.0,0.0,0.45,,14.3,6.9,21.2,0.0
