PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Sidney Moncrief,26,16,618,18.0,0.61,0.021,0.7020000000000001,8.8,11.4,10.2,17.5,2.2,0.9,19.6,21.7,,1.0,1.0,2.0,0.155,,3.7,0.4,4.1,1.0
Marques Johnson,27,16,605,15.4,0.518,0.015,0.33,5.9,9.8,8.0,15.8,1.4,0.6,12.1,25.3,,0.4,0.8,1.2,0.094,,1.9,-1.2,0.8,0.4
Junior Bridgeman,30,16,499,13.7,0.519,0.047,0.337,3.0,11.0,7.3,14.4,0.6,0.6,9.0,21.0,,0.6,0.6,1.1,0.107,,1.4,-1.2,0.2,0.3
Bob Lanier,35,16,499,14.5,0.5329999999999999,0.0,0.257,7.9,17.9,13.3,17.7,1.1,1.2,16.6,19.7,,0.3,0.8,1.1,0.109,,1.3,0.3,1.6,0.5
Mike Dunleavy,29,15,393,12.2,0.583,0.38799999999999996,0.27899999999999997,3.1,6.7,5.1,18.4,2.1,0.0,19.5,19.7,,0.3,0.5,0.8,0.098,,0.1,-0.2,-0.1,0.2
Alton Lister,25,16,368,10.0,0.545,0.0,0.615,8.7,20.0,14.8,4.0,0.7,3.9,21.4,14.7,,-0.1,0.7,0.6,0.078,,-2.4,0.7,-1.7,0.0
Paul Pressey,25,16,351,14.8,0.57,0.03,0.56,6.0,12.6,9.6,22.3,3.1,1.5,23.4,19.9,,0.1,0.7,0.7,0.102,,0.8,2.1,2.9,0.4
Paul Mokeski,27,16,322,12.3,0.5920000000000001,0.032,0.7140000000000001,7.7,22.2,15.5,2.7,1.4,2.0,10.8,12.4,,0.4,0.6,1.1,0.16,,-0.7,1.1,0.4,0.2
Lorenzo Romar,25,13,67,10.2,0.503,0.15,0.55,0.0,4.7,2.5,34.3,0.0,0.0,16.8,19.2,,0.0,0.0,0.1,0.057999999999999996,,-0.6,-2.7,-3.3,0.0
Randy Breuer,23,12,66,11.5,0.44299999999999995,0.0,0.192,11.2,17.6,14.6,9.8,0.0,5.4,6.6,19.7,,0.0,0.1,0.1,0.094,,-3.1,0.6,-2.5,0.0
Kevin Grevey,30,5,27,2.1,0.344,0.0,0.667,0.0,7.8,4.2,5.2,0.0,0.0,7.9,20.1,,-0.1,0.0,0.0,-0.078,,-5.3,-4.0,-9.3,0.0
Harvey Catchings,32,5,25,0.1,0.521,0.0,1.0,9.9,12.6,11.4,5.3,0.0,0.0,41.0,8.4,,0.0,0.0,0.0,0.003,,-6.8,-1.2,-8.0,0.0
