PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sidney Moncrief,23,7,,277,3.9,9.0,0.435,0.0,0.0,,3.9,9.0,0.435,4.9,6.6,0.745,2.5,3.6,6.1,2.6,1.6,0.4,2.6,3.1,12.7
Marques Johnson,24,7,,266,10.2,18.3,0.556,0.0,0.1,0.0,10.2,18.1,0.56,3.1,4.3,0.7190000000000001,5.5,3.4,8.9,4.6,1.4,0.9,1.8,1.9,23.4
Bob Lanier,32,7,,236,7.6,13.0,0.588,0.0,0.0,,7.6,13.0,0.588,3.5,4.9,0.7190000000000001,1.8,6.1,7.9,4.3,1.8,1.2,2.3,2.7,18.8
Junior Bridgeman,27,7,,183,8.3,17.9,0.462,0.2,0.2,1.0,8.1,17.7,0.456,2.6,3.1,0.813,1.2,1.8,3.0,4.5,1.2,0.0,2.2,5.3,19.3
Quinn Buckner,26,7,,183,5.1,11.8,0.433,0.0,0.0,,5.1,11.8,0.433,2.2,3.1,0.688,1.0,3.0,3.9,6.9,2.2,0.0,2.8,5.1,12.4
Brian Winters,28,7,,181,5.6,12.1,0.45899999999999996,0.4,1.2,0.33299999999999996,5.2,10.9,0.473,2.4,3.2,0.75,0.8,3.8,4.6,4.4,2.0,0.2,2.4,4.4,13.9
Mickey Johnson,28,7,,170,5.5,13.8,0.4,0.0,0.2,0.0,5.5,13.6,0.406,6.4,7.4,0.857,5.1,4.9,10.0,2.8,1.9,1.3,4.4,5.3,17.4
Harvey Catchings,29,7,,109,1.0,5.3,0.188,0.0,0.0,,1.0,5.3,0.188,0.7,0.7,1.0,3.3,5.3,8.6,2.6,0.0,3.6,2.3,7.9,2.6
Mike Evans,25,4,,38,8.5,16.1,0.529,0.0,1.9,0.0,8.5,14.2,0.6,6.6,7.6,0.875,0.0,0.9,0.9,5.7,0.0,0.9,2.8,8.5,23.7
Pat Cummings,24,5,,25,4.3,15.8,0.273,0.0,0.0,,4.3,15.8,0.273,4.3,5.8,0.75,4.3,4.3,8.6,0.0,1.4,0.0,1.4,2.9,13.0
Len Elmore,28,4,,12,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0
