PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Johnson,26,7,,267,7.0,14.8,0.473,0.1,0.7,0.2,6.9,14.2,0.486,4.3,5.7,0.762,0.9,3.5,4.4,2.7,1.2,1.2,2.6,2.4,18.5
Truck Robinson,29,7,,233,4.2,11.9,0.35100000000000003,0.0,0.0,,4.2,11.9,0.35100000000000003,3.1,5.3,0.588,3.6,8.0,11.6,2.0,0.8,0.3,2.0,2.3,11.4
Alvan Adams,26,7,,218,4.5,9.9,0.45,0.0,0.0,,4.5,9.9,0.45,3.3,4.6,0.7140000000000001,1.8,5.0,6.8,4.3,0.7,0.2,3.1,3.3,12.2
Jeff Cook,24,7,,206,4.4,9.4,0.46299999999999997,0.2,0.2,1.0,4.2,9.3,0.45299999999999996,2.4,3.3,0.737,3.0,5.2,8.2,1.9,0.2,0.0,1.7,5.1,11.4
Walter Davis,26,7,,199,9.2,19.2,0.48100000000000004,0.0,0.2,0.0,9.2,19.0,0.486,1.8,3.1,0.588,1.3,2.2,3.4,4.0,1.3,0.2,3.1,3.1,20.3
Alvin Scott,25,7,,120,4.2,9.0,0.467,0.0,0.0,,4.2,9.0,0.467,3.0,4.5,0.667,2.4,3.3,5.7,2.1,1.2,1.8,2.1,1.8,11.4
Johnny High,23,7,,117,4.3,10.2,0.424,0.0,0.0,,4.3,10.2,0.424,2.8,4.3,0.643,2.8,3.1,5.8,1.8,1.8,0.6,1.8,7.4,11.4
Rich Kelley,27,7,,113,3.2,8.0,0.4,0.0,0.3,0.0,3.2,7.6,0.41700000000000004,2.9,4.5,0.643,4.1,7.0,11.2,4.1,1.9,1.0,4.5,3.8,9.2
Kyle Macy,23,7,,102,6.7,12.7,0.528,1.4,2.8,0.5,5.3,9.9,0.536,2.5,2.5,1.0,0.7,3.9,4.6,3.9,1.8,0.0,2.5,2.8,17.3
Joel Kramer,25,7,,101,4.6,8.9,0.52,0.0,0.0,,4.6,8.9,0.52,0.4,0.7,0.5,0.7,5.0,5.7,1.4,0.7,0.7,0.4,6.4,9.6
Mike Niles,25,2,,4,0.0,45.0,0.0,0.0,0.0,,0.0,45.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
