PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Artis Gilmore,31,6,,247,5.1,8.7,0.583,0.0,0.0,,5.1,8.7,0.583,5.5,8.0,0.691,3.5,6.3,9.8,1.7,0.9,2.5,2.5,2.2,15.7
Reggie Theus,23,6,,232,6.2,14.0,0.444,0.3,1.4,0.222,5.9,12.6,0.469,5.7,6.7,0.86,1.1,2.2,3.3,5.9,1.4,0.0,2.3,3.4,18.5
Dwight Jones,28,6,,217,4.8,10.1,0.475,0.0,0.0,,4.8,10.1,0.475,2.8,2.8,1.0,3.0,6.8,9.8,1.8,0.8,0.5,2.7,3.5,12.4
Dave Greenwood,23,6,,212,8.7,14.8,0.586,0.0,0.3,0.0,8.7,14.4,0.6,0.8,2.0,0.41700000000000004,2.7,4.8,7.5,1.9,1.5,0.8,1.5,4.4,18.2
Ricky Sobers,28,6,,162,7.8,18.0,0.43200000000000005,0.2,1.3,0.16699999999999998,7.6,16.7,0.45299999999999996,1.8,2.0,0.889,0.7,1.8,2.4,4.9,0.9,0.0,3.3,5.8,17.6
Bob Wilkerson,26,6,,152,5.9,14.0,0.424,0.0,0.2,0.0,5.9,13.7,0.431,1.2,1.2,1.0,1.4,2.4,3.8,3.3,1.2,0.2,2.6,3.1,13.0
Larry Kenon,28,6,,114,5.7,14.5,0.391,0.0,0.3,0.0,5.7,14.2,0.4,1.3,2.5,0.5,5.4,3.2,8.5,2.5,1.3,0.3,0.3,1.3,12.6
Coby Dietrick,32,6,,81,3.6,11.6,0.308,0.0,1.3,0.0,3.6,10.2,0.348,1.3,1.8,0.75,1.3,5.3,6.7,1.8,0.9,1.3,0.9,8.4,8.4
Ronnie Lester,22,5,,42,6.0,15.4,0.389,0.0,0.9,0.0,6.0,14.6,0.41200000000000003,4.3,6.0,0.7140000000000001,4.3,0.9,5.1,3.4,1.7,0.0,4.3,3.4,16.3
James Wilkes,22,2,,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,7.2,7.2,7.2,0.0,14.4,0.0,0.0
Sam Worthen,23,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
