SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,25,POR,Mychal Thompson,26,3,,132,8.5,13.9,0.61,0.0,0.0,,8.5,13.9,0.61,3.5,4.9,0.72,1.4,4.9,6.3,1.1,0.8,2.5,1.9,2.7,20.5
1981,25,POR,Kelvin Ransey,22,3,,131,6.3,17.9,0.35,0.0,0.3,0.0,6.3,17.6,0.36,0.8,1.6,0.5,1.4,1.9,3.3,6.9,1.6,0.3,3.0,2.2,13.5
1981,25,POR,Kermit Washington,29,3,,128,3.4,6.5,0.52,0.0,0.3,0.0,3.4,6.2,0.55,0.6,0.6,1.0,3.9,10.7,14.6,2.0,2.3,0.6,2.0,2.5,7.3
1981,25,POR,Billy Ray Bates,24,3,,115,11.0,19.4,0.56,0.3,0.3,1.0,10.6,19.1,0.56,4.4,5.3,0.82,0.9,1.3,2.2,4.1,1.6,0.3,3.4,3.4,26.6
1981,25,POR,Calvin Natt,24,3,,95,5.3,11.7,0.45,0.0,0.0,,5.3,11.7,0.45,1.5,3.0,0.5,2.3,5.3,7.6,0.4,0.4,0.4,2.7,1.5,12.1
1981,25,POR,Bob Gross,27,3,,60,5.4,8.4,0.64,0.0,0.0,,5.4,8.4,0.64,5.4,8.4,0.64,3.0,1.8,4.8,3.0,1.2,1.2,3.0,5.4,16.2
1981,25,POR,Mike Gale,30,3,,51,2.8,11.3,0.25,0.0,0.0,,2.8,11.3,0.25,0.0,0.0,,1.4,2.1,3.5,6.4,3.5,0.0,1.4,1.4,5.6
1981,25,POR,Kevin Kunnert,29,3,,43,4.2,8.4,0.5,0.0,0.8,0.0,4.2,7.5,0.56,0.8,3.3,0.25,1.7,5.9,7.5,0.8,0.8,0.0,2.5,5.9,9.2
1981,25,POR,Mike Harper,23,1,,6,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,6.0,6.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0
1981,25,POR,Tom Owens,31,1,,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,0.0
1981,25,POR,Jim Paxson,23,1,,4,0.0,27.0,0.0,0.0,0.0,,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
