PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Buck Williams,23,81,81,3003,7.7,14.4,0.535,0.0,0.1,0.0,7.7,14.3,0.537,4.4,7.7,0.57,5.5,10.0,15.5,2.0,1.3,1.9,3.7,4.6,19.8,,106,103
Darryl Dawkins,27,81,80,2417,9.8,16.5,0.593,0.0,0.1,0.4,9.7,16.4,0.594,6.6,8.9,0.735,3.1,7.4,10.4,2.4,1.2,2.6,4.5,7.4,26.2,,113,104
Otis Birdsong,28,69,57,2168,12.5,24.6,0.508,0.1,0.4,0.25,12.4,24.2,0.513,4.2,6.9,0.608,1.6,2.1,3.7,5.7,1.8,0.4,3.7,3.9,29.3,,106,108
Albert King,24,79,53,2103,10.3,21.0,0.49200000000000005,0.1,0.5,0.136,10.2,20.5,0.5,5.1,6.5,0.7859999999999999,2.8,5.8,8.6,4.5,2.0,0.7,4.6,5.7,25.8,,104,105
Kelvin Ransey,25,80,50,1937,7.3,16.8,0.434,0.2,0.8,0.21899999999999997,7.1,16.1,0.445,3.5,4.4,0.792,0.7,2.4,3.1,11.6,2.2,0.1,3.4,4.4,18.3,,107,107
Darwin Cook,25,82,31,1870,7.6,17.1,0.44299999999999995,0.3,1.1,0.239,7.3,16.0,0.457,2.4,3.1,0.754,1.3,2.6,3.9,8.9,4.1,0.9,3.5,4.6,17.8,,102,103
Mike Gminski,24,82,2,1655,6.7,13.0,0.513,0.0,0.1,0.0,6.7,12.9,0.516,4.1,5.2,0.799,4.5,7.7,12.2,2.6,1.0,2.0,3.4,4.6,17.5,,110,105
Micheal Ray Richardson,28,48,25,1285,8.8,19.1,0.46,0.5,2.1,0.24100000000000002,8.3,17.0,0.48700000000000004,2.8,3.9,0.7040000000000001,2.0,4.2,6.2,7.8,3.7,0.7,4.3,5.7,20.9,,101,103
Mike O'Koren,25,73,25,1191,7.3,15.1,0.483,0.2,1.1,0.179,7.1,14.0,0.507,2.1,3.4,0.609,2.8,4.1,6.8,3.7,1.3,0.4,2.9,5.8,16.8,,102,108
Bill Willoughby,26,67,2,936,6.2,12.8,0.48100000000000004,0.0,0.3,0.0,6.2,12.5,0.494,2.7,3.1,0.873,3.7,5.9,9.6,2.8,1.1,1.2,2.6,5.3,15.1,,107,106
Reggie Johnson,26,72,4,818,7.2,14.6,0.496,0.0,0.1,0.0,7.2,14.5,0.498,5.2,7.2,0.73,3.0,4.8,7.9,2.3,1.4,1.0,3.4,8.0,19.7,,107,107
Foots Walker,32,34,0,378,3.9,11.1,0.35600000000000004,0.2,0.6,0.4,3.7,10.5,0.353,3.0,3.3,0.889,1.0,2.8,3.8,10.0,2.5,0.4,3.8,4.6,11.1,,96,106
Bruce Kuczenski,22,7,0,28,6.7,20.0,0.33299999999999996,0.0,0.0,,6.7,20.0,0.33299999999999996,5.0,10.0,0.5,5.0,8.3,13.3,6.7,0.0,0.0,3.3,5.0,18.3,,91,108
Mark Jones,22,6,0,16,8.7,17.5,0.5,0.0,2.9,0.0,8.7,14.6,0.6,2.9,5.8,0.5,5.8,0.0,5.8,14.6,0.0,0.0,5.8,5.8,20.4,,106,114
