PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Bird,27,79,77,3028,12.0,24.5,0.49200000000000005,0.3,1.2,0.247,11.8,23.3,0.504,5.9,6.7,0.888,2.9,9.8,12.7,8.3,2.3,1.1,3.8,3.1,30.3,,115,101
Robert Parish,30,80,79,2867,10.5,19.1,0.546,0.0,0.0,,10.5,19.1,0.546,4.6,6.2,0.745,4.1,10.3,14.4,2.3,0.9,1.9,3.1,4.5,25.5,,115,102
Dennis Johnson,29,80,78,2665,6.9,15.9,0.43700000000000006,0.1,0.6,0.125,6.9,15.3,0.449,5.1,6.0,0.852,1.6,3.5,5.1,6.1,1.7,1.0,3.1,4.5,19.0,,107,106
Kevin McHale,26,82,10,2577,11.0,19.7,0.556,0.0,0.1,0.33299999999999996,10.9,19.6,0.557,6.3,8.2,0.765,3.9,7.5,11.4,1.9,0.4,2.4,2.8,4.5,28.2,,120,105
Cedric Maxwell,28,80,78,2502,6.1,11.5,0.532,0.0,0.1,0.16699999999999998,6.1,11.3,0.536,6.2,8.2,0.753,3.9,5.0,8.9,3.9,1.2,0.5,3.9,4.3,18.4,,113,107
Gerald Henderson,28,78,78,2088,8.7,16.5,0.524,0.5,1.3,0.35100000000000003,8.2,15.2,0.539,3.1,4.1,0.768,1.6,1.8,3.4,6.9,2.7,0.3,3.7,4.8,20.9,,110,106
Quinn Buckner,29,79,0,1249,5.3,12.4,0.42700000000000005,0.0,0.2,0.0,5.3,12.2,0.435,1.8,2.9,0.649,1.6,3.7,5.3,8.2,3.2,0.1,3.9,7.2,12.5,,94,104
Danny Ainge,24,71,3,1154,6.9,15.1,0.46,0.3,0.9,0.273,6.7,14.1,0.47200000000000003,1.9,2.3,0.821,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,,104,107
Scott Wedman,31,68,5,916,7.8,17.5,0.444,0.1,0.7,0.154,7.7,16.8,0.456,1.5,1.8,0.8290000000000001,2.2,5.1,7.3,3.5,1.4,0.4,2.3,5.6,17.2,,100,106
M.L. Carr,33,60,1,585,5.8,14.1,0.409,0.2,1.2,0.2,5.5,12.8,0.429,3.5,3.9,0.875,2.1,4.0,6.2,4.0,1.4,0.3,3.8,5.5,15.2,,95,107
Greg Kite,22,35,1,197,7.3,16.1,0.455,0.0,0.0,,7.3,16.1,0.455,1.2,3.9,0.313,6.6,8.6,15.1,1.7,0.2,1.2,4.9,10.3,15.9,,87,105
Carlos Clark,23,31,0,127,7.2,19.7,0.365,0.0,0.8,0.0,7.2,18.9,0.38,6.1,6.8,0.889,2.7,3.8,6.4,6.4,3.0,0.4,4.5,4.9,20.5,,95,104
