Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1991,23.0,MIN,NBA,C,81.0,2099.0,13.8,0.581,0.003,0.661,14.1,21.8,17.7,1.6,1.2,3.7,13.5,11.7,,3.5,2.1,5.6,0.128,,-2.3,-0.4,-2.6,-0.3
1992,24.0,MIN,NBA,C,61.0,1481.0,11.2,0.495,0.0,0.538,12.1,20.6,16.2,4.7,0.9,3.2,14.6,13.8,,0.7,1.2,2.0,0.064,,-3.5,-0.8,-4.3,-0.9
1993,25.0,MIN,NBA,C,71.0,1296.0,8.2,0.52,0.0,0.562,12.6,17.5,15.0,1.9,0.9,3.2,19.9,12.1,,0.1,0.9,1.1,0.039,,-4.9,-0.9,-5.9,-1.3
1994,26.0,UTA,NBA,C,79.0,2210.0,11.7,0.54,0.0,0.536,12.5,21.8,17.2,2.8,1.0,2.1,16.9,15.1,,1.4,3.2,4.7,0.102,,-2.4,-0.7,-3.1,-0.6
1995,27.0,UTA,NBA,C,34.0,905.0,12.3,0.578,0.0,0.628,13.1,22.3,18.0,2.7,0.7,2.9,19.9,17.2,,0.7,1.3,2.0,0.104,,-2.3,-0.9,-3.2,-0.3
1996,28.0,UTA,NBA,C,71.0,1267.0,10.4,0.57,0.0,0.537,9.9,19.4,14.8,1.3,0.8,3.6,18.1,15.3,,0.7,1.7,2.4,0.089,,-4.3,-0.2,-4.5,-0.8
1997,29.0,TOT,NBA,C,73.0,1558.0,9.2,0.524,0.0,0.567,11.9,19.8,15.8,2.1,1.1,2.5,19.9,12.7,,0.4,0.9,1.3,0.04,,-4.5,-1.1,-5.6,-1.4
1997,29.0,ORL,NBA,C,1.0,19.0,17.1,1.0,0.0,0.0,30.1,6.3,18.5,8.6,0.0,0.0,33.3,7.3,,0.1,0.0,0.1,0.186,,2.5,-1.9,0.6,0.0
1997,29.0,GSW,NBA,C,72.0,1539.0,9.1,0.521,0.0,0.571,11.7,19.9,15.8,2.1,1.2,2.5,19.8,12.7,,0.3,0.9,1.2,0.038,,-4.6,-1.1,-5.6,-1.4
1998,30.0,GSW,NBA,C,68.0,813.0,8.5,0.495,0.0,0.612,11.9,18.0,14.8,3.2,1.5,3.1,23.0,11.4,,-0.2,1.0,0.9,0.052,,-6.5,0.7,-5.9,-0.8
1999,31.0,GSW,NBA,C,26.0,159.0,9.8,0.473,0.0,0.788,11.8,19.3,15.5,0.0,1.7,4.7,16.8,14.9,,0.0,0.3,0.3,0.078,,-6.0,1.3,-4.7,-0.1
2001,33.0,NYK,NBA,C,18.0,113.0,13.5,0.629,0.0,1.25,17.7,19.7,18.7,3.0,1.0,1.4,26.2,18.2,,0.2,0.2,0.4,0.152,,-4.4,-0.2,-4.6,-0.1
2002,34.0,NYK,NBA,C,32.0,248.0,0.8,0.358,0.0,1.269,7.5,15.9,11.7,1.8,1.5,2.4,22.8,9.9,,-0.3,0.3,-0.1,-0.013,,-10.5,0.6,-9.9,-0.5
