Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1998,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",21.0,NBA,PF,9,9,374,73,140,0.52,0,1,0.0,73,139,0.52,0.52,40,60,0.67,20,61,81,17,5,23,25,24,186,,0
1999,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",22.0,NBA,PF,17,17,733,144,282,0.51,0,3,0.0,144,279,0.52,0.51,107,143,0.75,55,140,195,48,13,45,52,50,395,,0
2001,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",24.0,NBA,PF,13,13,526,120,246,0.49,1,1,1.0,119,245,0.49,0.49,76,119,0.64,54,134,188,49,14,35,50,43,317,,0
2002,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",25.0,NBA,PF,9,9,380,82,181,0.45,1,3,0.33,81,178,0.46,0.46,83,101,0.82,28,102,130,45,6,39,37,22,248,,1
2003,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",26.0,NBA,PF,24,24,1021,218,412,0.53,0,7,0.0,218,405,0.54,0.53,157,232,0.68,96,273,369,127,15,79,76,78,593,,2
2004,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",27.0,NBA,PF,10,10,405,83,159,0.52,0,1,0.0,83,158,0.52,0.52,55,87,0.63,33,80,113,32,8,20,42,34,221,,0
2005,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",28.0,NBA,PF,23,23,869,197,425,0.46,1,5,0.2,196,420,0.47,0.46,147,205,0.72,87,199,286,63,8,52,62,66,542,,0
2006,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",29.0,NBA,PF,13,13,493,121,211,0.57,0,2,0.0,121,209,0.58,0.57,94,131,0.72,33,104,137,43,11,25,34,50,336,,0
2007,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",30.0,NBA,C,20,20,736,174,334,0.52,0,0,,174,334,0.52,0.52,96,149,0.64,73,156,229,65,13,62,59,59,444,,0
2008,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",31.0,NBA,C,17,17,666,135,301,0.45,1,5,0.2,134,296,0.45,0.45,72,115,0.63,61,186,247,56,15,35,41,41,343,,1
2009,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",32.0,NBA,C,5,5,164,41,77,0.53,0,0,,41,77,0.53,0.53,17,28,0.61,12,28,40,16,3,6,7,11,99,,0
2010,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",33.0,NBA,C,10,10,373,78,150,0.52,1,2,0.5,77,148,0.52,0.52,33,69,0.48,30,69,99,26,8,17,24,27,190,,0
2011,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",34.0,NBA,C,6,6,212,33,69,0.48,0,0,,33,69,0.48,0.48,10,16,0.62,16,47,63,16,3,15,18,17,76,,0
2012,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",35.0,NBA,C,14,14,463,101,204,0.5,0,1,0.0,101,203,0.5,0.5,41,58,0.71,32,99,131,39,10,29,21,30,243,,0
2013,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",36.0,NBA,C,21,21,735,151,321,0.47,0,1,0.0,151,320,0.47,0.47,79,98,0.81,54,160,214,40,18,34,42,53,381,,0
2014,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",37.0,NBA,C,23,23,752,149,285,0.52,0,2,0.0,149,283,0.53,0.52,76,100,0.76,65,146,211,45,7,29,26,52,374,,0
2015,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",38.0,NBA,C,7,7,250,53,90,0.59,0,1,0.0,53,89,0.6,0.59,19,34,0.56,19,59,78,23,9,10,7,26,125,,0
2016,27,800,SAS,San Antonio Spurs,Tim Duncan,"April 25, 1976",39.0,NBA,C,10,10,218,22,52,0.42,0,0,,22,52,0.42,0.42,15,21,0.71,10,38,48,14,2,13,10,18,59,,0
