PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
John Bagley,24,4,4,168,6.2,15.7,0.39299999999999996,0.0,0.8,0.0,6.2,14.9,0.415,2.0,2.8,0.7,0.3,4.2,4.5,11.2,2.8,0.0,4.8,2.0,14.3,,89,111
World B. Free,31,4,4,150,12.9,29.3,0.441,0.0,1.3,0.0,12.9,28.0,0.461,7.2,7.9,0.92,1.3,1.9,3.1,9.8,1.9,0.0,1.9,3.8,33.1,,115,114
Roy Hinson,23,4,4,120,10.2,18.9,0.542,0.0,0.0,,10.2,18.9,0.542,5.9,9.1,0.652,3.9,7.9,11.8,1.2,1.2,3.5,3.1,7.1,26.4,,112,108
Lonnie Shelton,29,4,0,106,8.5,15.2,0.5589999999999999,0.0,0.0,,8.5,15.2,0.5589999999999999,3.6,4.5,0.8,2.7,7.1,9.8,1.8,0.9,0.4,2.7,8.9,20.5,,114,112
Phil Hubbard,28,4,4,101,11.2,21.1,0.5329999999999999,0.5,0.5,1.0,10.8,20.6,0.523,6.1,8.0,0.765,5.1,4.2,9.4,1.4,1.4,0.0,3.3,7.5,29.0,,116,113
Ben Poquette,29,4,0,91,6.7,10.9,0.619,0.0,0.0,,6.7,10.9,0.619,2.1,2.6,0.8,2.1,5.2,7.3,0.5,1.0,3.1,2.1,8.3,15.6,,116,111
Mark West,24,4,4,68,2.1,3.5,0.6,0.0,0.0,,2.1,3.5,0.6,1.4,3.5,0.4,3.5,9.0,12.5,2.8,1.4,0.0,3.5,13.2,5.6,,89,110
Johnny Davis,29,3,0,50,11.3,15.1,0.75,0.0,0.9,0.0,11.3,14.2,0.8,3.8,4.7,0.8,0.9,4.7,5.7,14.2,4.7,0.0,1.9,4.7,26.5,,153,106
Edgar Jones,28,4,0,45,9.4,18.9,0.5,0.0,1.0,0.0,9.4,17.8,0.529,7.3,8.4,0.875,2.1,6.3,8.4,3.1,2.1,0.0,2.1,6.3,26.2,,120,110
Melvin Turpin,24,4,0,45,12.6,19.9,0.632,0.0,0.0,,12.6,19.9,0.632,1.0,2.1,0.5,3.1,5.2,8.4,0.0,4.2,1.0,5.2,3.1,26.2,,100,106
Ron Anderson,26,2,0,9,0.0,15.7,0.0,0.0,0.0,,0.0,15.7,0.0,0.0,0.0,,5.2,10.5,15.7,0.0,0.0,0.0,0.0,0.0,0.0,,28,112
Kevin Williams,23,2,0,7,6.7,13.5,0.5,0.0,0.0,,6.7,13.5,0.5,0.0,0.0,,0.0,0.0,0.0,6.7,0.0,0.0,0.0,6.7,13.5,,122,120
