PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Clyde Drexler,22,9,9,339,7.6,18.4,0.41,0.3,1.0,0.28600000000000003,7.3,17.5,0.41700000000000004,5.2,6.2,0.8440000000000001,3.7,3.9,7.6,11.4,3.2,1.2,4.0,5.1,20.6,,109,115
Kiki Vandeweghe,26,9,9,311,12.7,23.7,0.5379999999999999,0.1,1.0,0.14300000000000002,12.6,22.6,0.556,4.6,4.9,0.9390000000000001,2.1,1.9,4.0,2.5,1.2,0.4,1.8,3.4,30.3,,123,121
Kenny Carr,29,9,9,265,8.8,16.7,0.526,0.0,0.2,0.0,8.8,16.5,0.532,2.8,3.5,0.8,5.3,7.0,12.3,1.8,0.5,0.4,4.0,7.0,20.4,,105,118
Sam Bowie,23,9,9,259,4.7,10.6,0.441,0.0,0.0,,4.7,10.6,0.441,2.5,4.5,0.56,2.9,10.8,13.7,3.8,0.7,3.8,2.2,6.5,11.9,,102,112
Mychal Thompson,30,9,0,250,9.3,19.0,0.49,0.0,0.0,,9.3,19.0,0.49,6.2,9.1,0.6729999999999999,4.7,8.8,13.4,2.6,1.3,2.2,3.5,6.0,24.8,,108,114
Darnell Valentine,25,9,9,244,8.2,16.8,0.489,0.0,0.0,,8.2,16.8,0.489,5.5,5.9,0.935,1.1,2.1,3.2,11.1,3.1,0.0,4.0,5.3,22.0,,115,117
Jim Paxson,27,9,0,212,10.3,22.2,0.465,0.7,2.2,0.3,9.7,20.0,0.484,4.2,5.3,0.792,1.3,3.1,4.4,4.6,1.3,0.0,1.1,3.5,25.5,,118,120
Steve Colter,22,9,0,166,10.1,21.1,0.48,0.8,3.1,0.273,9.3,18.0,0.516,1.4,2.2,0.625,1.1,3.4,4.5,10.4,1.4,0.0,2.8,6.7,22.5,,111,119
Audie Norris,24,8,0,109,8.1,13.7,0.594,0.0,0.0,,8.1,13.7,0.594,3.8,9.4,0.409,9.4,9.0,18.4,1.3,1.7,2.1,4.7,10.7,20.1,,103,113
Jerome Kersey,22,8,0,60,12.4,24.1,0.516,0.0,0.0,,12.4,24.1,0.516,4.7,6.2,0.75,3.9,3.1,7.0,4.7,5.4,1.6,1.6,8.5,29.5,,121,110
Tom Scheffler,30,3,0,10,9.3,14.0,0.667,0.0,0.0,,9.3,14.0,0.667,14.0,18.6,0.75,14.0,9.3,23.3,0.0,4.7,0.0,4.7,0.0,32.6,,135,109
Bernard Thompson,22,2,0,10,0.0,23.3,0.0,0.0,0.0,,0.0,23.3,0.0,9.3,9.3,1.0,4.7,9.3,14.0,9.3,0.0,4.7,0.0,4.7,9.3,,74,114
