PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Adrian Dantley,29,10,10,398,9.0,17.2,0.523,0.0,0.1,0.0,9.0,17.1,0.527,10.8,13.9,0.779,2.8,5.7,8.5,2.3,1.8,0.0,4.1,4.4,28.8,,114,107
Thurl Bailey,23,10,10,375,7.5,18.3,0.408,0.0,0.0,,7.5,18.3,0.408,5.4,6.6,0.818,2.5,8.6,11.1,3.3,0.6,2.2,2.5,3.6,20.4,,100,106
Darrell Griffith,26,10,10,340,9.6,21.0,0.456,1.7,4.8,0.361,7.9,16.2,0.484,2.4,3.3,0.72,0.8,3.1,3.9,3.3,1.6,0.7,3.3,2.8,23.3,,97,110
Rickey Green,30,10,10,302,8.5,15.9,0.5379999999999999,0.1,1.0,0.14300000000000002,8.4,14.8,0.5660000000000001,5.2,5.7,0.9209999999999999,1.5,3.0,4.5,11.2,1.8,0.0,3.0,3.4,22.5,,123,110
Jeff Wilkins,29,10,0,257,9.0,20.8,0.43200000000000005,0.0,0.2,0.0,9.0,20.6,0.436,4.8,6.2,0.7709999999999999,2.3,8.8,11.1,2.3,0.7,0.9,2.6,4.8,22.7,,97,106
John Stockton,22,10,0,186,5.1,10.9,0.467,0.0,0.5,0.0,5.1,10.5,0.488,6.3,8.5,0.743,1.7,5.1,6.8,10.5,2.7,0.5,3.9,7.3,16.5,,110,106
Rich Kelley,31,9,5,174,4.7,9.9,0.474,0.0,0.0,,4.7,9.9,0.474,3.4,3.9,0.867,6.5,8.3,14.8,3.6,1.8,1.3,3.6,8.3,12.7,,106,104
Mark Eaton,28,5,5,158,3.4,9.7,0.353,0.0,0.0,,3.4,9.7,0.353,1.4,2.0,0.7140000000000001,3.2,9.7,12.9,1.4,1.1,8.3,3.4,5.4,8.3,,75,100
Fred Roberts,24,10,0,130,6.6,15.0,0.442,0.0,0.0,,6.6,15.0,0.442,5.6,7.0,0.8,2.1,3.8,5.9,3.1,2.4,1.0,4.9,5.6,18.8,,92,107
Pace Mannion,24,8,0,41,4.4,13.2,0.33299999999999996,0.0,1.1,0.0,4.4,12.1,0.364,11.0,13.2,0.833,3.3,4.4,7.7,4.4,1.1,2.2,7.7,5.5,19.9,,88,108
Bob Hansen,24,8,0,34,2.7,10.6,0.25,0.0,0.0,,2.7,10.6,0.25,6.7,10.6,0.625,1.3,4.0,5.3,8.0,4.0,0.0,4.0,8.0,12.0,,84,104
Billy Paultz,36,5,0,30,4.5,12.1,0.375,0.0,0.0,,4.5,12.1,0.375,1.5,6.0,0.25,4.5,7.5,12.1,3.0,1.5,1.5,3.0,10.6,10.6,,79,105
