PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Isiah Thomas,23,9,9,355,10.9,21.7,0.5,0.8,2.0,0.4,10.1,19.8,0.51,6.2,8.1,0.758,1.4,4.7,6.2,13.2,2.5,0.5,3.9,5.1,28.7,,119,112
Bill Laimbeer,27,9,9,325,6.9,15.3,0.449,0.0,0.3,0.0,6.9,15.0,0.457,5.2,7.3,0.706,5.2,8.6,13.7,2.1,1.0,1.0,2.3,4.6,18.9,,111,113
Kelly Tripucka,25,9,9,288,7.9,19.1,0.415,0.0,0.2,0.0,7.9,18.9,0.419,5.7,6.5,0.875,3.1,3.2,6.3,4.7,0.6,0.5,3.1,3.6,21.5,,105,117
John Long,28,9,9,255,8.8,19.1,0.457,0.2,0.7,0.25,8.6,18.4,0.465,2.7,2.7,1.0,1.8,1.3,3.1,2.4,2.6,0.4,2.0,4.0,20.4,,106,115
Vinnie Johnson,28,9,0,235,10.5,20.4,0.515,0.0,0.6,0.0,10.5,19.8,0.53,4.4,5.5,0.7859999999999999,3.0,2.4,5.3,5.7,1.2,0.2,3.0,4.7,25.3,,115,117
Dan Roundfield,31,9,8,215,7.1,14.7,0.485,0.0,0.0,,7.1,14.7,0.485,3.5,3.7,0.941,4.1,8.9,13.0,3.2,0.9,1.3,3.2,4.5,17.7,,108,112
Terry Tyler,28,9,0,179,12.7,26.0,0.49,0.0,0.3,0.0,12.7,25.7,0.495,5.7,7.0,0.815,3.9,6.5,10.4,0.8,1.6,1.0,2.3,4.4,31.2,,112,113
Kent Benson,30,9,1,142,8.2,15.1,0.5429999999999999,0.0,0.0,,8.2,15.1,0.5429999999999999,4.3,4.9,0.867,2.9,8.8,11.8,1.3,2.6,0.7,2.0,8.8,20.6,,121,109
Earl Cureton,27,9,0,133,5.6,11.9,0.47100000000000003,0.0,0.3,0.0,5.6,11.5,0.485,1.7,3.1,0.556,3.5,10.8,14.3,1.4,3.1,0.7,1.4,7.0,12.9,,107,107
Brook Steppe,25,4,0,20,4.6,16.3,0.28600000000000003,0.0,2.3,0.0,4.6,13.9,0.33299999999999996,9.3,13.9,0.667,2.3,4.6,7.0,4.6,0.0,0.0,4.6,7.0,18.6,,87,118
Tony Campbell,22,2,0,9,5.2,15.5,0.33299999999999996,0.0,0.0,,5.2,15.5,0.33299999999999996,0.0,0.0,,0.0,10.3,10.3,5.2,0.0,0.0,0.0,5.2,10.3,,91,114
Major Jones,31,1,0,4,11.6,11.6,1.0,0.0,0.0,,11.6,11.6,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,,200,121
