Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
,,213,,,DeAndre' Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,2576,ATL,Atlanta Hawks,Dennis Schroder,23.0,6.0,6.0,211.0,8.5,18.8,0.46,2.9,6.8,0.42,5.6,11.9,0.47,5.3,6.3,0.84,0.7,1.7,2.4,7.8,1.0,0.0,1.7,3.2,25.3
2017.0,1.0,1338,ATL,Atlanta Hawks,Dwight Howard,31.0,6.0,6.0,157.0,4.1,8.3,0.5,0.0,0.0,,4.1,8.3,0.5,2.8,4.4,0.63,4.1,10.5,14.7,1.8,1.4,1.1,2.5,4.8,11.0
,,2807,,,Edy Tavares,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,1380,ATL,Atlanta Hawks,Ersan Ilyasova,29.0,6.0,0.0,90.0,3.2,9.2,0.35,0.4,2.0,0.2,2.8,7.2,0.39,2.8,3.6,0.78,5.6,6.8,12.4,0.8,0.4,0.0,2.0,2.8,9.6
,,2120,,,Gary Neal,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,453,ATL,Atlanta Hawks,Jose Calderon,35.0,6.0,0.0,75.0,5.3,11.0,0.48,1.9,5.8,0.33,3.4,5.3,0.64,0.0,0.0,,1.0,2.9,3.8,6.2,1.0,0.5,1.9,4.3,12.5
2017.0,1.0,198,ATL,Atlanta Hawks,Kent Bazemore,27.0,6.0,0.0,150.0,5.0,12.7,0.4,1.7,5.8,0.29,3.4,7.0,0.48,2.4,3.4,0.71,1.0,4.6,5.5,4.8,1.0,1.2,3.8,3.6,14.2
2017.0,1.0,1361,ATL,Atlanta Hawks,Kris Humphries,31.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
,,1651,,,Kyle Korver,,,,,,,,,,,,,,,,,,,,,,,,,
,,2256,,,Lamar Patterson,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,722,ATL,Atlanta Hawks,Malcolm Delaney,27.0,1.0,0.0,3.0,36.0,36.0,1.0,12.0,12.0,1.0,24.0,24.0,1.0,12.0,24.0,0.5,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,96.0
2017.0,1.0,802,ATL,Atlanta Hawks,Mike Dunleavy,36.0,6.0,0.0,53.0,2.0,4.8,0.43,1.4,3.4,0.4,0.7,1.4,0.5,2.7,2.7,1.0,0.7,2.7,3.4,1.4,0.7,0.0,4.1,2.0,8.2
2017.0,1.0,2095,ATL,Atlanta Hawks,Mike Muscala,25.0,6.0,0.0,81.0,2.2,8.0,0.28,0.0,1.8,0.0,2.2,6.2,0.36,3.1,3.6,0.88,2.7,4.4,7.1,0.9,0.4,1.3,0.4,5.3,7.6
,,2585,,,Mike Scott,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,2002,ATL,Atlanta Hawks,Paul Millsap,31.0,6.0,6.0,219.0,8.2,16.3,0.5,0.5,2.8,0.18,7.7,13.5,0.57,7.1,8.7,0.81,1.5,7.7,9.2,4.3,1.6,0.7,3.8,3.1,24.0
,,1590,,,Ryan Kelly,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,1.0,2364,ATL,Atlanta Hawks,Taurean Prince,22.0,6.0,6.0,187.0,5.6,10.0,0.56,0.8,2.7,0.29,4.8,7.3,0.66,1.0,1.0,1.0,1.3,4.8,6.2,1.5,0.4,0.2,1.3,1.7,12.9
2017.0,1.0,2590,ATL,Atlanta Hawks,Thabo Sefolosha,32.0,4.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
2017.0,1.0,1181,ATL,Atlanta Hawks,Tim Hardaway Jr.,24.0,6.0,6.0,200.0,4.9,14.8,0.33,2.0,7.6,0.26,2.9,7.2,0.4,2.2,3.4,0.63,0.5,2.3,2.9,1.3,0.5,0.0,1.8,2.3,13.9
