Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,13,LAC,Los Angeles Clippers,DeAndre Jordan,28,7,7,264,5.9,8.3,0.7,0.0,0.1,0.0,5.9,8.2,0.72,3.0,7.6,0.39,3.4,10.4,13.8,0.7,0.4,0.8,2.3,4.0,14.7,1564
2017,13,LAC,Los Angeles Clippers,Chris Paul,31,7,7,260,9.3,18.7,0.5,1.9,5.3,0.37,7.3,13.4,0.55,4.0,4.6,0.88,0.6,4.3,4.8,9.6,1.7,0.1,2.6,3.3,24.5,2261
2017,13,LAC,Los Angeles Clippers,Luc Mbah a Moute,30,7,7,224,2.7,6.9,0.4,0.8,2.6,0.31,1.9,4.3,0.44,2.3,3.2,0.7,1.6,4.0,5.6,1.1,1.3,0.6,0.5,2.6,8.5,1889
2017,13,LAC,Los Angeles Clippers,J.J. Redick,32,7,7,206,3.3,8.7,0.38,1.6,4.5,0.35,1.7,4.2,0.42,3.0,3.5,0.85,0.0,2.1,2.1,1.0,0.3,0.0,2.3,3.0,11.2,2411
2017,13,LAC,Los Angeles Clippers,Jamal Crawford,36,7,0,196,6.4,15.2,0.42,1.1,4.6,0.24,5.3,10.7,0.5,2.2,2.2,1.0,0.4,1.3,1.7,2.4,0.7,0.2,1.7,2.2,16.2,625
2017,13,LAC,Los Angeles Clippers,Raymond Felton,32,7,0,127,4.3,9.1,0.47,1.1,2.6,0.44,3.1,6.5,0.48,1.4,1.4,1.0,0.6,2.3,2.8,2.8,1.7,0.0,0.9,2.8,11.1,903
2017,13,LAC,Los Angeles Clippers,Paul Pierce,39,7,0,101,2.9,6.4,0.44,1.4,3.6,0.4,1.4,2.9,0.5,0.4,0.4,1.0,0.7,4.3,5.0,2.5,0.7,0.0,1.4,3.9,7.5,2304
2017,13,LAC,Los Angeles Clippers,Blake Griffin,27,3,3,99,9.1,18.5,0.49,1.5,2.2,0.67,7.6,16.4,0.47,2.5,2.5,1.0,1.1,5.5,6.5,2.5,0.7,0.4,2.2,0.7,22.2,1125
2017,13,LAC,Los Angeles Clippers,Marreese Speights,29,7,2,98,5.9,13.6,0.43,2.6,7.3,0.35,3.3,6.2,0.53,2.6,3.7,0.7,1.5,5.9,7.3,1.1,0.7,1.1,1.1,4.8,16.9,2724
2017,13,LAC,Los Angeles Clippers,Austin Rivers,24,3,2,90,3.6,10.4,0.35,1.6,5.2,0.31,2.0,5.2,0.38,0.8,0.8,1.0,0.4,2.8,3.2,0.8,0.4,0.4,2.0,2.4,9.6,2453
2017,13,LAC,Los Angeles Clippers,Wesley Johnson,29,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3,6.5,0.5,0.0,6.5,6.5,0.0,3.3,0.0,0.0,6.5,3.3,1517
2017,13,LAC,Los Angeles Clippers,Brandon Bass,31,1,0,4,9.0,27.0,0.33,0.0,0.0,,9.0,27.0,0.33,0.0,0.0,,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0,180
