Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,29,UTA,Utah Jazz,Gordon Hayward,26,11,11,411,7.3,16.5,0.44,2.5,6.0,0.41,4.8,10.5,0.46,6.2,6.7,0.93,0.6,5.3,5.9,3.2,0.9,0.3,2.1,2.0,23.2
2017,29,UTA,Utah Jazz,Joe Ingles,29,11,11,334,2.7,6.7,0.4,1.6,4.4,0.37,1.1,2.3,0.48,0.6,1.0,0.67,0.2,4.2,4.4,3.9,2.4,0.5,1.7,3.0,7.7
2017,29,UTA,Utah Jazz,Joe Johnson,35,11,2,326,6.4,14.7,0.44,1.7,5.0,0.33,4.7,9.7,0.49,1.2,1.7,0.73,0.9,3.9,4.7,3.0,0.7,0.1,1.4,2.3,15.7
2017,29,UTA,Utah Jazz,George Hill,30,8,8,281,5.9,12.6,0.47,1.5,4.0,0.39,4.4,8.6,0.51,2.7,3.7,0.72,1.0,3.2,4.2,3.7,0.3,0.1,1.7,3.2,16.0
2017,29,UTA,Utah Jazz,Rodney Hood,24,11,0,277,4.8,13.6,0.35,1.7,6.5,0.26,3.1,7.1,0.44,1.4,2.3,0.61,0.1,3.8,3.9,1.6,0.6,0.0,1.3,3.9,12.7
2017,29,UTA,Utah Jazz,Rudy Gobert,24,9,9,246,5.9,9.2,0.64,0.0,0.0,,5.9,9.2,0.64,3.5,7.3,0.48,3.2,9.8,13.0,1.6,1.3,1.8,1.3,4.4,15.2
2017,29,UTA,Utah Jazz,Derrick Favors,25,11,2,225,5.8,9.9,0.58,0.0,0.0,,5.8,9.9,0.58,1.8,3.7,0.48,2.4,7.2,9.6,1.6,1.3,1.0,0.6,4.0,13.3
2017,29,UTA,Utah Jazz,Boris Diaw,34,11,9,203,4.3,8.5,0.5,1.1,2.5,0.43,3.2,6.0,0.53,1.6,1.8,0.9,0.5,3.2,3.7,3.9,1.2,0.7,2.5,2.1,11.2
2017,29,UTA,Utah Jazz,Shelvin Mack,26,9,3,155,3.9,11.4,0.35,1.6,3.5,0.47,2.3,7.9,0.29,3.0,3.5,0.87,0.7,5.1,5.8,4.2,0.9,0.0,2.1,3.3,12.5
2017,29,UTA,Utah Jazz,Dante Exum,21,7,0,84,4.7,11.6,0.41,1.7,5.1,0.33,3.0,6.4,0.47,2.6,2.6,1.0,0.9,1.7,2.6,3.9,2.1,0.0,1.3,4.3,13.7
2017,29,UTA,Utah Jazz,Raul Neto,24,9,0,60,4.8,7.8,0.62,1.8,3.6,0.5,3.0,4.2,0.71,2.4,2.4,1.0,0.0,4.2,4.2,2.4,0.6,0.6,1.8,4.8,13.8
2017,29,UTA,Utah Jazz,Jeff Withey,26,3,0,21,3.4,6.9,0.5,0.0,0.0,,3.4,6.9,0.5,1.7,3.4,0.5,5.1,1.7,6.9,1.7,1.7,1.7,0.0,8.6,8.6
2017,29,UTA,Utah Jazz,Trey Lyles,21,2,0,10,10.8,25.2,0.43,3.6,10.8,0.33,7.2,14.4,0.5,0.0,0.0,,0.0,7.2,7.2,3.6,3.6,0.0,3.6,3.6,25.2
2017,29,UTA,Utah Jazz,Joel Bolomboy,23,2,0,9,8.0,12.0,0.67,0.0,0.0,,8.0,12.0,0.67,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,16.0
