Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,22.0,DET,NBA,C,33.0,0.0,317.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,3.3,3.9,0.826,5.8,6.9,12.7,1.5,1.4,1.7,2.1,8.2,15.3,,116.0,103.0
1999,23.0,SAC,NBA,C,16.0,5.0,259.0,6.4,11.8,0.541,0.0,0.0,,6.4,11.8,0.541,3.1,4.4,0.696,7.3,8.5,15.8,0.8,1.5,3.5,1.0,7.9,15.8,,128.0,100.0
2001,25.0,SAC,NBA,C,77.0,8.0,1658.0,5.7,12.1,0.468,0.0,0.1,0.0,5.7,12.1,0.471,3.9,5.2,0.749,5.3,9.0,14.3,1.4,1.5,3.0,2.0,6.3,15.3,,111.0,97.0
2002,26.0,SAC,NBA,C,80.0,29.0,1881.0,5.3,9.6,0.55,0.0,0.0,,5.3,9.6,0.55,3.1,4.4,0.693,5.0,10.1,15.1,1.4,1.9,2.0,1.8,5.4,13.6,,120.0,98.0
2003,27.0,SAC,NBA,C,23.0,0.0,325.0,6.2,13.5,0.46,0.0,0.0,,6.2,13.5,0.46,3.6,5.9,0.605,7.1,9.3,16.4,0.9,2.0,2.3,2.3,7.7,16.0,,106.0,96.0
2004,28.0,IND,NBA,C,61.0,3.0,678.0,3.8,9.2,0.412,0.0,0.0,,3.8,9.2,0.412,1.0,1.7,0.571,5.4,7.8,13.3,0.8,1.9,2.1,1.8,8.9,8.6,,96.0,96.0
2005,29.0,IND,NBA,C,49.0,17.0,865.0,5.0,10.6,0.473,0.0,0.0,,5.0,10.6,0.473,2.1,3.1,0.673,5.4,7.6,13.0,1.1,1.9,1.5,2.0,7.8,12.2,,107.0,103.0
2006,30.0,IND,NBA,C,45.0,32.0,771.0,4.9,10.7,0.455,0.0,0.0,,4.9,10.7,0.455,2.0,2.6,0.763,5.1,10.1,15.1,1.7,2.6,1.4,1.8,8.0,11.7,,107.0,98.0
2007,31.0,CLE,NBA,C,24.0,0.0,109.0,5.3,12.6,0.423,0.0,0.0,,5.3,12.6,0.423,1.0,1.9,0.5,7.3,7.8,15.0,1.5,1.9,0.5,1.9,13.1,11.6,,101.0,100.0
2008,32.0,BOS,NBA,C,22.0,0.0,173.0,3.7,7.0,0.522,0.0,0.0,,3.7,7.0,0.522,4.6,6.7,0.682,4.3,7.0,11.3,0.9,0.9,1.8,1.5,13.1,11.9,,123.0,100.0
