SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,25,POR,Calvin Natt,23,3,125,10.3,0.46,0.04,0.21,7.9,14.1,10.9,2.4,0.8,0.5,16.0,21.4,-0.1,0.0,-0.1,-0.02,-1.9,-1.9,-3.8,-0.1
1980,25,POR,Kermit Washington,28,3,121,13.6,0.52,0.04,0.31,10.9,18.4,14.6,6.7,0.4,1.9,11.9,11.9,0.2,0.1,0.2,0.1,1.1,0.0,1.1,0.1
1980,25,POR,Ron Brewer,24,3,106,11.5,0.44,0.05,0.15,1.0,2.2,1.6,9.4,1.4,0.5,9.7,29.1,-0.1,0.0,-0.1,-0.04,-2.3,-1.7,-4.0,-0.1
1980,25,POR,Billy Ray Bates,23,3,104,21.8,0.58,0.12,0.24,2.1,9.0,5.5,21.1,2.5,0.6,18.7,33.1,0.2,0.1,0.2,0.1,3.3,0.8,4.1,0.2
1980,25,POR,Tom Owens,30,3,83,15.4,0.56,0.0,0.31,17.3,11.3,14.4,3.6,0.6,1.4,14.5,17.9,0.2,0.0,0.2,0.11,0.6,-1.1,-0.5,0.0
1980,25,POR,Jim Brewer,28,3,67,22.8,0.93,0.0,0.3,9.9,17.5,13.6,6.4,3.8,1.7,8.1,7.9,0.3,0.1,0.4,0.26,5.5,4.3,9.8,0.2
1980,25,POR,Bob Gross,26,3,51,6.3,0.52,0.0,0.67,2.2,6.9,4.5,10.0,1.0,0.0,20.5,12.3,0.0,0.0,0.0,0.02,-4.0,0.0,-4.0,0.0
1980,25,POR,Jim Paxson,22,3,44,11.8,0.43,0.0,0.38,0.0,10.7,5.2,9.3,2.3,1.3,9.7,20.1,0.0,0.0,0.0,0.03,-2.0,1.3,-0.6,0.0
1980,25,POR,T.R. Dunn,24,3,24,9.7,0.34,0.0,0.25,4.6,14.7,9.5,21.9,2.1,0.0,10.1,17.7,0.0,0.0,0.0,0.0,-2.2,1.1,-1.1,0.0
1980,25,POR,Dave Twardzik,29,2,20,2.7,0.25,0.0,0.0,5.5,17.6,11.4,12.6,5.1,0.0,42.9,15.0,-0.1,0.0,-0.1,-0.16,-8.3,3.1,-5.2,0.0
