PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Moses Malone,24,7,275,24.9,0.5770000000000001,0.006999999999999999,0.312,17.6,23.1,20.3,4.3,0.7,3.4,12.3,27.3,,0.8,0.1,0.9,0.159,,4.6,-1.0,3.6,0.4
Robert Reid,24,7,266,16.7,0.555,0.01,0.255,6.1,17.8,11.9,14.8,1.1,1.5,14.3,20.9,,0.5,0.0,0.5,0.087,,1.1,0.7,1.8,0.3
Calvin Murphy,31,7,265,14.9,0.5760000000000001,0.037000000000000005,0.12,1.7,2.6,2.2,15.4,2.1,0.0,12.3,20.5,,0.5,-0.1,0.4,0.077,,-0.1,0.3,0.2,0.1
Tom Henderson,28,7,203,13.5,0.532,0.022000000000000002,0.326,2.8,6.3,4.5,27.6,1.7,1.1,17.3,13.1,,0.3,0.0,0.3,0.068,,0.4,1.1,1.5,0.2
Rudy Tomjanovich,31,7,185,6.4,0.41600000000000004,0.109,0.203,7.5,17.5,12.5,7.4,0.5,0.0,16.7,19.0,,-0.2,0.0,-0.3,-0.067,,-4.7,-1.8,-6.5,-0.2
Allen Leavell,22,7,149,9.8,0.413,0.105,0.5529999999999999,1.5,7.7,4.6,20.4,2.0,0.0,11.3,15.0,,0.1,0.0,0.1,0.019,,-2.8,0.6,-2.2,0.0
Billy Paultz,31,7,128,5.1,0.348,0.0,0.175,10.8,18.9,14.9,8.3,0.4,1.4,20.3,17.7,,-0.3,0.0,-0.3,-0.10800000000000001,,-5.5,-1.4,-7.0,-0.2
Rick Barry,35,6,79,8.3,0.46299999999999997,0.364,0.182,0.0,8.8,4.4,26.9,0.6,0.7,21.9,24.2,,-0.1,0.0,-0.1,-0.067,,-2.9,-1.2,-4.1,0.0
Major Jones,26,6,70,17.2,0.638,0.0,0.5,13.2,23.1,18.1,8.2,0.0,1.7,15.4,15.6,,0.2,0.0,0.2,0.124,,1.6,-0.1,1.5,0.1
Mike Dunleavy,25,6,45,17.3,0.581,0.16699999999999998,0.5,5.1,7.7,6.4,39.9,5.5,0.0,29.1,19.2,,0.1,0.0,0.1,0.099,,-0.9,5.1,4.1,0.1
Alonzo Bradley,26,4,15,42.2,0.7140000000000001,0.111,0.556,7.7,15.4,11.5,14.6,3.3,0.0,0.0,31.3,,0.1,0.0,0.1,0.41100000000000003,,15.0,5.5,20.5,0.1
