PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Julius Erving,29,18,694,22.5,0.5529999999999999,0.027000000000000003,0.402,5.1,15.9,10.7,19.3,2.5,3.1,12.3,27.6,,1.3,1.2,2.6,0.17800000000000002,,5.7,1.2,6.9,1.6
Maurice Cheeks,23,18,675,14.2,0.542,0.028999999999999998,0.23600000000000002,3.7,8.1,6.0,23.6,3.2,0.3,19.0,14.8,,0.5,0.9,1.5,0.105,,1.1,0.9,2.1,0.7
Caldwell Jones,29,18,639,11.5,0.52,0.023,0.40299999999999997,8.9,22.3,15.8,7.2,1.0,3.3,19.6,12.5,,0.2,1.1,1.3,0.1,,-0.4,0.3,-0.1,0.3
Lionel Hollins,26,18,618,13.6,0.47200000000000003,0.043,0.292,3.1,9.2,6.3,27.3,2.1,0.3,14.9,21.1,,0.2,0.7,0.9,0.067,,0.7,-1.0,-0.2,0.3
Darryl Dawkins,23,18,607,17.2,0.5589999999999999,0.013000000000000001,0.391,8.2,16.1,12.3,8.8,1.0,4.0,14.2,22.6,,0.7,0.9,1.6,0.125,,1.6,-0.2,1.4,0.5
Bobby Jones,28,18,470,19.4,0.585,0.006,0.36,7.0,12.8,10.0,10.4,2.2,3.9,10.3,20.0,,1.1,0.8,1.9,0.19,,3.8,1.3,5.1,0.8
Henry Bibby,30,18,400,9.2,0.462,0.105,0.40299999999999997,4.3,7.6,6.0,18.2,0.8,0.0,15.6,18.3,,0.0,0.3,0.3,0.034,,-0.8,-2.4,-3.2,-0.1
Steve Mix,32,17,200,16.1,0.522,0.0,0.292,5.7,11.1,8.5,10.7,1.9,1.4,12.2,26.0,,0.1,0.3,0.4,0.098,,1.4,-1.0,0.4,0.1
Jim Spanarkel,22,5,8,6.4,0.34700000000000003,0.0,1.0,0.0,13.2,6.8,15.1,0.0,0.0,0.0,15.2,,0.0,0.0,0.0,0.043,,-3.1,-2.2,-5.4,0.0
Bernard Toone,23,4,6,-16.2,0.0,0.25,0.0,0.0,17.6,9.1,20.1,0.0,0.0,0.0,28.1,,-0.1,0.0,-0.1,-0.537,,-16.6,-7.8,-24.5,0.0
Clint Richardson,23,3,3,4.0,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,0.0,16.1,0.0,25.0,56.3,,0.0,0.0,0.0,-0.515,,-13.2,2.4,-10.9,0.0
