PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Scott Wedman,27,3,116,19.4,0.494,0.047,0.172,5.2,14.9,9.7,12.6,0.4,1.5,2.8,25.2,,0.3,0.1,0.4,0.147,,4.0,-0.2,3.8,0.2
Otis Birdsong,24,3,112,19.0,0.484,0.048,0.226,9.9,12.3,11.0,10.4,1.8,0.0,8.1,27.3,,0.1,0.1,0.2,0.086,,2.7,-0.5,2.2,0.1
Phil Ford,23,3,110,17.1,0.5429999999999999,0.09300000000000001,0.256,0.0,6.3,2.9,34.4,2.3,0.0,20.1,22.5,,0.1,0.1,0.2,0.087,,2.5,-0.1,2.4,0.1
Sam Lacey,31,3,101,11.0,0.439,0.048,0.19,6.0,18.2,11.7,16.3,3.5,1.2,26.0,12.6,,-0.1,0.1,0.1,0.038,,-1.9,3.5,1.6,0.1
Reggie King,22,3,77,13.6,0.501,0.0,0.429,9.2,26.9,17.4,7.0,0.7,0.0,7.4,14.4,,0.1,0.1,0.2,0.11199999999999999,,-0.5,-0.2,-0.7,0.0
Bill Robinzine,27,3,69,16.3,0.581,0.0,0.41700000000000004,10.2,18.4,14.0,0.0,2.2,0.0,17.4,20.6,,0.1,0.1,0.1,0.095,,0.0,-0.6,-0.6,0.0
Len Elmore,27,3,43,6.7,0.324,0.0,0.154,14.1,13.4,13.7,3.0,3.5,1.4,22.4,17.2,,-0.1,0.1,-0.1,-0.073,,-5.2,-0.7,-5.9,0.0
Billy McKinney,24,3,34,6.6,0.4,0.2,0.0,5.9,3.4,4.7,29.1,0.0,0.0,37.5,9.7,,0.0,0.0,0.0,-0.027999999999999997,,-1.8,-2.2,-4.0,0.0
Ernie Grunfeld,24,3,32,9.9,0.5329999999999999,0.0,0.33299999999999996,3.1,0.0,1.7,0.0,1.6,0.0,0.0,13.3,,0.0,0.0,0.1,0.081,,-1.3,-0.4,-1.7,0.0
Gus Gerard,26,3,26,8.2,0.425,0.0,0.4,15.5,17.7,16.5,10.8,0.0,0.0,25.4,25.0,,-0.1,0.0,-0.1,-0.109,,-3.6,-3.4,-7.0,0.0
