Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,23.0,SAS,NBA,SG,6.0,0.0,73.0,3.0,10.4,0.286,1.0,4.4,0.222,2.0,5.9,0.333,3.0,3.0,1.0,0.0,3.0,3.0,1.5,0.0,0.5,1.0,2.5,9.9
2018,24.0,SAS,NBA,SG,4.0,0.0,54.0,3.3,11.3,0.294,1.3,6.0,0.222,2.0,5.3,0.375,3.3,4.7,0.714,0.7,1.3,2.0,1.3,0.0,0.0,0.0,2.0,11.3
2019,25.0,SAS,NBA,SG,7.0,7.0,212.0,4.6,9.5,0.482,2.5,5.3,0.484,2.0,4.2,0.48,1.0,1.5,0.667,0.2,4.1,4.2,1.2,0.2,0.2,0.5,2.4,12.7
