Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1994,14,LAL,Los Angeles Lakers,Vlade Divac,25.0,79.0,2685.0,0.51,0.52,0.19,0.51,0.69,0.55,0.34,0.05,109.0,108.0,57.0,105.0,93.0,103.0,107.0,45.0,46.4,37.5
1994,14,LAL,Los Angeles Lakers,Nick Van Exel,22.0,81.0,2700.0,0.39,0.42,0.34,0.45,0.78,0.48,0.18,0.35,85.0,88.0,101.0,93.0,106.0,92.0,58.0,296.0,-69.0,-97.5
1994,14,LAL,Los Angeles Lakers,Sedale Threatt,32.0,81.0,2278.0,0.48,0.5,0.15,0.48,0.89,0.52,0.18,0.04,104.0,103.0,45.0,100.0,121.0,99.0,58.0,33.0,0.2,-6.4
1994,14,LAL,Los Angeles Lakers,Elden Campbell,25.0,76.0,2253.0,0.46,0.46,0.0,0.46,0.69,0.5,0.34,0.0,99.0,96.0,,95.0,94.0,95.0,107.0,2.0,-38.1,-45.7
1994,14,LAL,Los Angeles Lakers,James Worthy,32.0,80.0,1597.0,0.41,0.42,0.29,0.42,0.74,0.45,0.16,0.13,87.0,88.0,87.0,88.0,101.0,86.0,51.0,113.0,-101.2,-135.3
1994,14,LAL,Los Angeles Lakers,George Lynch,23.0,71.0,1762.0,0.51,0.51,0.0,0.51,0.6,0.53,0.29,0.01,109.0,106.0,,105.0,81.0,100.0,92.0,7.0,25.9,-1.0
1994,14,LAL,Los Angeles Lakers,Doug Christie,23.0,65.0,1515.0,0.43,0.46,0.33,0.47,0.7,0.51,0.37,0.21,93.0,96.0,98.0,97.0,95.0,97.0,117.0,181.0,-18.4,-17.9
1994,14,LAL,Los Angeles Lakers,Tony Smith,25.0,73.0,1617.0,0.44,0.45,0.32,0.45,0.71,0.48,0.19,0.08,95.0,93.0,96.0,94.0,97.0,91.0,61.0,69.0,-38.8,-61.6
1994,14,LAL,Los Angeles Lakers,Anthony Peeler,24.0,30.0,923.0,0.43,0.47,0.22,0.45,0.8,0.48,0.17,0.15,92.0,97.0,67.0,92.0,109.0,91.0,55.0,131.0,-30.9,-41.7
1994,14,LAL,Los Angeles Lakers,Sam Bowie,32.0,25.0,556.0,0.44,0.44,0.25,0.44,0.87,0.54,0.48,0.02,94.0,91.0,75.0,90.0,118.0,101.0,153.0,20.0,-15.9,2.9
1994,14,LAL,Los Angeles Lakers,James Edwards,38.0,45.0,469.0,0.46,0.46,,0.46,0.68,0.52,0.47,0.0,100.0,96.0,,96.0,93.0,98.0,149.0,,-7.0,-4.0
1994,14,LAL,Los Angeles Lakers,Kurt Rambis,35.0,50.0,635.0,0.52,0.52,0.0,0.52,0.65,0.56,0.62,0.01,111.0,108.0,,107.0,88.0,107.0,197.0,7.0,7.4,10.7
1994,14,LAL,Los Angeles Lakers,Reggie Jordan,26.0,23.0,259.0,0.43,0.42,0.5,0.44,0.69,0.5,0.5,0.04,92.0,88.0,150.0,90.0,93.0,94.0,157.0,33.0,-10.0,-7.4
1994,14,LAL,Los Angeles Lakers,Antonio Harvey,23.0,27.0,247.0,0.37,0.37,,0.37,0.46,0.39,0.33,0.0,79.0,76.0,,76.0,63.0,73.0,104.0,,-18.7,-25.5
1994,14,LAL,Los Angeles Lakers,Trevor Wilson,25.0,5.0,126.0,0.49,0.49,,0.49,0.52,0.51,0.64,0.0,105.0,101.0,,100.0,71.0,97.0,203.0,,0.2,-1.8
1994,14,LAL,Los Angeles Lakers,Danny Schayes,34.0,13.0,133.0,0.37,0.37,,0.37,0.8,0.42,0.26,0.0,79.0,76.0,,76.0,109.0,80.0,83.0,,-8.9,-8.8
1994,14,LAL,Los Angeles Lakers,Team,,,,0.45,0.47,0.3,0.47,0.72,0.5,0.27,0.11,97.0,97.0,90.0,96.0,98.0,95.0,85.0,95.0,-268.2,-392.8
1994,14,LAL,Los Angeles Lakers,League Average,,,,0.47,0.48,0.33,0.48,0.73,0.53,0.32,0.12,,,,,,,,,,
