Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1994,10,GSW,Golden State Warriors,Latrell Sprewell,23.0,82.0,3533.0,0.43,0.46,0.36,0.48,0.77,0.53,0.32,0.28,93.0,95.0,108.0,99.0,105.0,101.0,102.0,235.0,-8.1,12.4
1994,10,GSW,Golden State Warriors,Chris Webber,20.0,76.0,2438.0,0.55,0.56,0.0,0.55,0.53,0.56,0.34,0.01,118.0,116.0,,114.0,73.0,106.0,109.0,12.0,137.6,73.5
1994,10,GSW,Golden State Warriors,Billy Owens,24.0,79.0,2738.0,0.51,0.51,0.2,0.51,0.61,0.53,0.34,0.02,109.0,106.0,60.0,105.0,83.0,101.0,106.0,13.0,44.7,9.6
1994,10,GSW,Golden State Warriors,Chris Mullin,30.0,62.0,2324.0,0.47,0.49,0.36,0.5,0.75,0.54,0.25,0.17,101.0,102.0,109.0,104.0,103.0,102.0,80.0,148.0,31.7,21.0
1994,10,GSW,Golden State Warriors,Avery Johnson,28.0,82.0,2332.0,0.49,0.5,0.0,0.49,0.7,0.53,0.35,0.02,106.0,103.0,,101.0,96.0,101.0,111.0,14.0,9.4,8.2
1994,10,GSW,Golden State Warriors,Chris Gatling,26.0,82.0,1296.0,0.59,0.59,0.0,0.59,0.62,0.61,0.45,0.0,126.0,122.0,,121.0,84.0,115.0,143.0,2.0,94.6,87.8
1994,10,GSW,Golden State Warriors,Victor Alexander,24.0,69.0,1318.0,0.53,0.54,0.15,0.53,0.53,0.54,0.26,0.03,114.0,112.0,46.0,110.0,72.0,102.0,81.0,22.0,46.8,12.2
1994,10,GSW,Golden State Warriors,Jeff Grayer,28.0,67.0,1096.0,0.53,0.54,0.17,0.53,0.6,0.55,0.32,0.03,113.0,111.0,50.0,109.0,82.0,104.0,103.0,28.0,31.7,17.0
1994,10,GSW,Golden State Warriors,Keith Jennings,25.0,76.0,1097.0,0.4,0.43,0.37,0.48,0.83,0.55,0.35,0.44,87.0,89.0,111.0,100.0,113.0,104.0,111.0,377.0,0.1,15.3
1994,10,GSW,Golden State Warriors,Byron Houston,24.0,71.0,866.0,0.46,0.47,0.14,0.46,0.61,0.49,0.3,0.04,98.0,97.0,43.0,95.0,83.0,92.0,97.0,34.0,-8.8,-15.9
1994,10,GSW,Golden State Warriors,Josh Grant,26.0,53.0,382.0,0.4,0.49,0.28,0.46,0.76,0.49,0.2,0.42,87.0,102.0,84.0,95.0,103.0,94.0,63.0,357.0,-6.7,-10.6
1994,10,GSW,Golden State Warriors,Jud Buechler,25.0,36.0,218.0,0.5,0.55,0.41,0.57,0.5,0.57,0.24,0.34,107.0,113.0,124.0,118.0,68.0,108.0,75.0,295.0,14.5,8.0
1994,10,GSW,Golden State Warriors,Todd Lichti,27.0,5.0,58.0,0.36,0.31,1.0,0.39,0.82,0.47,0.39,0.07,77.0,64.0,300.0,81.0,111.0,89.0,125.0,61.0,-5.2,-3.7
1994,10,GSW,Golden State Warriors,Andre Spencer,29.0,5.0,63.0,0.5,0.5,,0.5,0.75,0.53,0.22,0.0,107.0,103.0,,103.0,102.0,101.0,70.0,,0.5,0.1
1994,10,GSW,Golden State Warriors,Dell Demps,23.0,2.0,11.0,0.33,0.33,,0.33,0.0,0.29,0.33,0.0,72.0,69.0,,69.0,,55.0,106.0,,-1.8,-3.3
1994,10,GSW,Golden State Warriors,Tod Murphy,30.0,2.0,10.0,,,,,,,,,,,,,,,,,0.0,0.0
1994,10,GSW,Golden State Warriors,Team,,,,0.49,0.51,0.34,0.51,0.66,0.54,0.32,0.12,106.0,106.0,101.0,106.0,90.0,103.0,102.0,103.0,385.7,235.2
1994,10,GSW,Golden State Warriors,League Average,,,,0.47,0.48,0.33,0.48,0.73,0.53,0.32,0.12,,,,,,,,,,
