Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1985,12,IND,Indiana Pacers,8,Tony Brown,SF,6-6,185,1960-07-29,US,R,Arkansas
1985,12,IND,Indiana Pacers,7,Devin Durrant,SF,6-7,200,1960-10-20,US,R,BYU
1985,12,IND,Indiana Pacers,25,Kenton Edelin,SF,6-8,205,1962-05-24,DE,R,Virginia
1985,12,IND,Indiana Pacers,10,Vern Fleming,PG,6-5,185,1962-02-04,US,R,Georgia
1985,12,IND,Indiana Pacers,20,Bill Garnett,PF,6-9,225,1960-04-22,US,2,Wyoming
1985,12,IND,Indiana Pacers,55,Stuart Gray,C,7-0,235,1963-05-27,PA,R,UCLA
1985,12,IND,Indiana Pacers,2,Ralph Jackson,PG,6-2,190,1962-10-26,US,R,UCLA
1985,12,IND,Indiana Pacers,33,Clark Kellogg,PF,6-7,225,1961-07-02,US,2,Ohio State
1985,12,IND,Indiana Pacers,11,Greg Kelser,SF,6-7,190,1957-09-17,US,5,Michigan State
1985,12,IND,Indiana Pacers,14,Jerry Sichting,PG,6-1,168,1956-11-29,US,4,Purdue
1985,12,IND,Indiana Pacers,43,Terence Stansbury,SG,6-5,170,1961-02-27,US,R,Temple
1985,12,IND,Indiana Pacers,40,Steve Stipanovich,C,6-11,245,1960-11-17,US,1,Missouri
1985,12,IND,Indiana Pacers,19,Jim Thomas,SG,6-3,190,1960-10-19,US,1,Indiana
1985,12,IND,Indiana Pacers,31,Granville Waiters,C,6-11,225,1961-01-08,US,1,Ohio State
1985,12,IND,Indiana Pacers,32,Herb Williams,C,6-10,242,1958-02-16,US,3,Ohio State
