Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1985,26,435,KCK,Kansas City Kings,10,Don Buse,PG,6-4,190,"August 10, 1950",US,12,University of Evansville
1985,26,784,KCK,Kansas City Kings,22,Larry Drew,PG,6-1,170,"April 2, 1958",US,4,Missouri
1985,26,1484,KCK,Kansas City Kings,8,Eddie Johnson,SF,6-7,215,"May 1, 1959",US,3,Illinois
1985,26,1634,KCK,Kansas City Kings,25,Billy Knight,SG,6-6,195,"June 9, 1952",US,10,Pitt
1985,26,1953,KCK,Kansas City Kings,35,Mark McNamara,C,6-11,235,"June 8, 1959",US,2,"Santa Clara, California"
1985,26,1972,KCK,Kansas City Kings,50,Joe Meriweather,C,6-10,215,"October 26, 1953",US,9,Southern Illinois
1985,26,2116,KCK,Kansas City Kings,2,Kenny Natt,SG,6-3,185,"October 5, 1958",US,2,Louisiana-Monroe
1985,26,2121,KCK,Kansas City Kings,20,Ed Nealy,PF,6-7,238,"February 19, 1960",US,2,Kansas State
1985,26,2199,KCK,Kansas City Kings,53,Mark Olberding,PF,6-8,225,"April 21, 1956",US,9,Minnesota
1985,26,2332,KCK,Kansas City Kings,30,David Pope,SF,6-7,220,"April 15, 1962",US,R,Norfolk State
1985,26,2788,KCK,Kansas City Kings,2,Dane Suttle,SG,6-3,190,"August 9, 1961",US,1,Pepperdine
1985,26,2836,KCK,Kansas City Kings,24,Reggie Theus,SG,6-7,190,"October 13, 1957",US,6,UNLV
1985,26,2871,KCK,Kansas City Kings,41,LaSalle Thompson,C,6-10,245,"June 23, 1961",US,2,Texas
1985,26,2881,KCK,Kansas City Kings,33,Otis Thorpe,PF,6-9,225,"August 5, 1962",US,R,Providence
1985,26,2966,KCK,Kansas City Kings,40,Pete Verhoeven,PF,6-9,215,"February 15, 1959",US,3,Fresno State
1985,26,3228,KCK,Kansas City Kings,42,Mike Woodson,SG,6-5,195,"March 24, 1958",US,4,Indiana
