Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1985,11,HOU,Houston Rockets,3,Craig Ehlo,SG,6-6,180,1961-08-11,US,1,Washington State
1985,11,HOU,Houston Rockets,1,Phil Ford,PG,6-2,175,1956-02-09,US,6,UNC
1985,11,HOU,Houston Rockets,9,Lionel Hollins,PG,6-3,185,1953-10-19,US,9,Arizona State
1985,11,HOU,Houston Rockets,30,Allen Leavell,PG,6-1,170,1957-05-27,US,5,Oklahoma City University
1985,11,HOU,Houston Rockets,32,Lewis Lloyd,SG,6-6,205,1959-02-22,US,3,Drake University
1985,11,HOU,Houston Rockets,5,John Lucas,PG,6-3,175,1953-10-31,US,8,Maryland
1985,11,HOU,Houston Rockets,22,Rodney McCray,SF,6-7,220,1961-08-29,US,1,Louisville
1985,11,HOU,Houston Rockets,8,Hank McDowell,PF,6-9,215,1959-11-13,US,3,Memphis
1985,11,HOU,Houston Rockets,40,Larry Micheaux,PF,6-9,220,1960-03-24,US,1,Houston
1985,11,HOU,Houston Rockets,34,Hakeem Olajuwon,C,7-0,255,1963-01-21,NG,R,Houston
1985,11,HOU,Houston Rockets,43,Jim Petersen,PF,6-10,235,1962-02-22,US,R,Minnesota
1985,11,HOU,Houston Rockets,33,Robert Reid,SF,6-8,205,1955-08-30,US,6,St. Mary's University
1985,11,HOU,Houston Rockets,50,Ralph Sampson,PF,7-4,228,1960-07-07,US,1,Virginia
1985,11,HOU,Houston Rockets,15,Mitchell Wiggins,SG,6-4,185,1959-09-28,US,1,"Clemson, Florida State"
