Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1982,23,PHI,Philadelphia 76Ers,Julius Erving,31,21,,780,10.5,20.3,0.52,0.1,0.4,0.17,10.5,20.0,0.52,7.8,10.4,0.75,3.6,6.2,9.8,6.2,2.3,2.3,4.2,3.5,28.9,,114,104
1982,23,PHI,Philadelphia 76Ers,Maurice Cheeks,25,21,,765,8.0,17.0,0.47,0.1,0.6,0.11,7.9,16.4,0.48,3.2,4.2,0.77,1.0,3.0,4.0,11.0,3.1,0.4,3.1,3.7,19.3,,110,106
1982,23,PHI,Philadelphia 76Ers,Andrew Toney,24,21,,707,12.8,25.3,0.51,0.3,1.0,0.33,12.5,24.2,0.51,5.7,7.1,0.8,1.4,2.1,3.5,7.1,1.2,0.1,4.6,6.0,31.7,,108,111
1982,23,PHI,Philadelphia 76Ers,Caldwell Jones,31,21,,679,5.3,11.5,0.46,0.0,0.0,,5.3,11.5,0.46,2.5,3.0,0.85,3.8,9.9,13.6,1.4,0.8,2.9,2.1,5.6,13.2,,106,103
1982,23,PHI,Philadelphia 76Ers,Bobby Jones,30,21,,589,7.8,14.5,0.54,0.0,0.0,,7.8,14.5,0.54,5.7,6.7,0.84,3.1,5.2,8.2,4.3,1.2,1.8,2.7,5.7,21.3,,120,107
1982,23,PHI,Philadelphia 76Ers,Darryl Dawkins,25,21,,460,10.5,18.9,0.56,0.0,0.0,,10.5,18.9,0.56,3.5,5.3,0.66,2.4,8.0,10.4,1.2,0.7,3.7,4.0,10.0,24.6,,102,104
1982,23,PHI,Philadelphia 76Ers,Clint Richardson,25,21,,415,5.5,12.3,0.45,0.0,0.0,,5.5,12.3,0.45,2.0,3.5,0.57,3.4,4.7,8.1,4.7,1.5,0.6,2.5,5.7,13.1,,101,108
1982,23,PHI,Philadelphia 76Ers,Mike Bantom,30,21,,399,4.4,11.2,0.4,0.0,0.0,,4.4,11.2,0.4,2.3,5.2,0.45,4.8,4.7,9.4,2.9,1.8,1.1,2.9,7.4,11.2,,90,106
1982,23,PHI,Philadelphia 76Ers,Lionel Hollins,28,8,,114,6.4,21.0,0.31,0.0,0.4,0.0,6.4,20.6,0.31,1.7,2.6,0.67,0.4,3.4,3.9,10.7,3.9,0.4,5.6,4.7,14.6,,74,104
1982,23,PHI,Philadelphia 76Ers,Earl Cureton,24,12,,75,8.5,26.8,0.32,0.0,0.7,0.0,8.5,26.1,0.32,3.9,5.9,0.67,7.8,9.1,17.0,1.3,0.7,0.7,3.3,7.8,20.9,,85,105
1982,23,PHI,Philadelphia 76Ers,Steve Mix,34,7,,50,11.8,21.5,0.55,1.0,1.0,1.0,10.8,20.6,0.52,4.9,6.9,0.71,3.9,6.9,10.8,5.9,0.0,0.0,3.9,4.9,29.4,,116,109
1982,23,PHI,Philadelphia 76Ers,Franklin Edwards,22,9,,32,18.4,30.6,0.6,1.5,1.5,1.0,16.8,29.1,0.58,12.2,13.8,0.89,3.1,4.6,7.7,7.7,4.6,0.0,3.1,0.0,50.5,,137,102
