Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",22.0,NBA,SF,81.0,79.0,2738.0,10.8,21.6,0.5,0.1,0.4,0.19,10.7,21.3,0.5,3.8,4.9,0.78,2.6,4.5,7.0,6.3,2.5,1.0,4.4,5.0,25.4,,105.0,108.0
1990,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",23.0,NBA,SG,82.0,81.0,2788.0,9.3,18.9,0.49,0.1,0.5,0.27,9.2,18.5,0.5,3.8,5.1,0.75,2.0,4.5,6.5,6.4,1.9,1.0,3.5,4.4,22.5,,108.0,106.0
1991,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",24.0,NBA,SG,75.0,75.0,2592.0,8.5,18.6,0.46,0.1,0.7,0.2,8.4,18.0,0.47,3.2,4.0,0.8,1.3,5.3,6.6,6.7,1.5,0.9,3.1,4.2,20.3,,103.0,105.0
1992,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",25.0,NBA,SG,57.0,55.0,1889.0,8.2,18.1,0.46,0.3,1.5,0.23,7.9,16.6,0.48,2.8,3.6,0.78,1.6,6.3,7.9,8.0,1.4,1.3,3.7,4.0,19.7,,103.0,105.0
1993,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",26.0,NBA,SG,38.0,7.0,560.0,7.2,16.7,0.43,0.1,0.7,0.12,7.1,16.0,0.44,2.0,2.5,0.79,0.6,4.5,5.1,7.1,1.3,0.5,4.0,4.7,16.4,,91.0,110.0
1994,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",27.0,NBA,SG,80.0,79.0,2488.0,8.4,17.9,0.47,0.5,1.5,0.32,8.0,16.5,0.48,3.1,3.7,0.85,1.5,3.7,5.2,7.4,1.5,1.0,3.3,4.0,20.4,,109.0,107.0
1995,27,85,SAS,San Antonio Spurs,Willie Anderson,"January 8, 1967",28.0,NBA,SG,38.0,11.0,556.0,6.9,14.8,0.47,0.3,1.7,0.16,6.7,13.0,0.51,2.7,3.7,0.73,1.4,3.7,5.0,4.7,2.4,0.9,3.5,6.5,16.9,,99.0,106.0
1996,31,85,TOT,Total After Trade,Willie Anderson,"January 8, 1967",29.0,NBA,SG,76.0,44.0,2060.0,7.2,16.6,0.44,0.9,3.0,0.28,6.4,13.6,0.47,3.3,4.1,0.81,1.2,5.0,6.2,5.0,1.9,1.5,3.6,5.8,18.7,,99.0,110.0
1996,28,85,TOR,Toronto Raptors,Willie Anderson,"January 8, 1967",29.0,NBA,SG,49.0,42.0,1564.0,7.6,17.4,0.44,1.0,3.1,0.3,6.7,14.2,0.47,3.7,4.3,0.86,1.2,5.0,6.1,4.9,1.9,1.7,3.9,5.6,20.0,,100.0,112.0
1996,20,85,NYK,New York Knicks,Willie Anderson,"January 8, 1967",29.0,NBA,SG,27.0,2.0,496.0,6.0,14.1,0.42,0.5,2.7,0.2,5.4,11.5,0.47,2.0,3.3,0.61,1.4,5.0,6.4,5.1,1.8,0.9,2.6,6.3,14.5,,96.0,105.0
1997,16,85,MIA,Miami Heat,Willie Anderson,"January 8, 1967",30.0,NBA,SG,28.0,1.0,303.0,5.2,11.5,0.45,1.4,3.4,0.42,3.8,8.1,0.47,3.1,3.6,0.85,2.7,4.8,7.5,6.1,2.5,0.7,3.4,6.5,14.9,,111.0,101.0
