Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,31,1224,TOT,Total After Trade,Scott Hastings,"June 3, 1960",22.0,NBA,"C,PF",31.0,0.0,140.0,4.6,13.4,0.34,0.0,1.1,0.0,4.6,12.3,0.37,3.9,7.0,0.55,5.3,9.1,14.4,1.1,2.1,0.4,3.2,11.9,13.0,,85.0,98.0
1983,20,1224,NYK,New York Knicks,Scott Hastings,"June 3, 1960",22.0,NBA,C,21.0,0.0,98.0,4.0,11.1,0.36,0.0,0.5,0.0,4.0,10.6,0.38,3.5,7.1,0.5,5.0,10.6,15.7,0.5,2.5,0.0,3.0,15.7,11.6,,85.0,95.0
1983,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",22.0,NBA,PF,10.0,0.0,42.0,5.8,18.5,0.31,0.0,2.3,0.0,5.8,16.2,0.36,4.6,6.9,0.67,5.8,5.8,11.6,2.3,1.2,1.2,3.5,3.5,16.2,,84.0,104.0
1984,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",23.0,NBA,PF,68.0,8.0,1135.0,4.9,10.5,0.47,0.0,0.2,0.25,4.9,10.3,0.47,3.6,4.6,0.79,4.3,7.7,12.0,2.0,1.8,1.6,2.9,9.8,13.5,,105.0,105.0
1985,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",24.0,NBA,PF,64.0,1.0,825.0,5.2,11.0,0.47,0.0,0.0,,5.2,11.0,0.47,3.7,4.7,0.78,3.4,5.8,9.3,2.7,1.4,1.3,2.9,7.9,14.0,,105.0,107.0
1986,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",25.0,NBA,PF,62.0,0.0,650.0,4.8,11.7,0.41,0.2,0.3,0.75,4.6,11.4,0.4,4.4,5.2,0.86,3.2,5.9,9.2,1.9,1.0,0.6,3.0,8.7,14.3,,102.0,107.0
1987,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",26.0,NBA,PF,40.0,0.0,256.0,4.4,13.1,0.34,0.4,2.3,0.17,4.0,10.8,0.38,4.4,5.6,0.79,3.1,10.4,13.5,2.5,1.9,1.3,2.5,6.7,13.7,,98.0,102.0
1988,1,1224,ATL,Atlanta Hawks,Scott Hastings,"June 3, 1960",27.0,NBA,PF,55.0,0.0,403.0,4.9,10.1,0.49,0.6,1.5,0.42,4.3,8.7,0.5,3.1,3.3,0.93,3.3,8.7,12.0,2.0,1.0,1.2,1.7,8.3,13.6,,120.0,107.0
1989,16,1224,MIA,Miami Heat,Scott Hastings,"June 3, 1960",28.0,NBA,C,75.0,6.0,1206.0,5.7,13.2,0.44,0.4,1.1,0.32,5.4,12.1,0.45,3.7,4.3,0.85,2.9,6.4,9.3,2.4,1.3,1.7,2.7,8.2,15.5,,103.0,109.0
1990,9,1224,DET,Detroit Pistons,Scott Hastings,"June 3, 1960",29.0,NBA,PF,40.0,0.0,166.0,3.1,10.1,0.3,0.9,3.7,0.25,2.1,6.4,0.33,5.8,6.7,0.86,2.1,7.7,9.8,2.5,0.9,0.9,2.1,9.5,12.9,,106.0,103.0
1991,9,1224,DET,Detroit Pistons,Scott Hastings,"June 3, 1960",30.0,NBA,PF,27.0,0.0,113.0,7.4,12.9,0.57,1.4,1.8,0.75,6.0,11.1,0.54,6.0,6.0,1.0,6.5,6.5,12.9,3.2,0.0,0.0,3.2,10.6,22.2,,134.0,108.0
1992,8,1224,DEN,Denver Nuggets,Scott Hastings,"June 3, 1960",31.0,NBA,C,40.0,4.0,421.0,2.0,5.8,0.34,0.0,1.0,0.0,2.0,4.7,0.42,2.8,3.2,0.86,3.5,7.9,11.3,3.0,1.2,1.7,2.5,6.5,6.7,,96.0,108.0
1993,8,1224,DEN,Denver Nuggets,Scott Hastings,"June 3, 1960",32.0,NBA,C,76.0,0.0,670.0,4.1,8.0,0.51,0.1,0.6,0.25,3.9,7.5,0.53,2.9,3.9,0.73,3.2,6.7,9.8,2.4,0.9,0.6,2.1,8.3,11.2,,113.0,108.0
