Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22.0,LAL,NBA,PF,45,,8.9,1.6,3.4,.483,,,,1.6,3.4,.483,.483,0.6,1.1,.531,1.4,1.9,3.3,0.4,0.5,0.4,,1.7,3.8
1974-75,23.0,LAL,NBA,PF,55,,17.3,1.6,3.8,.420,,,,1.6,3.8,.420,.420,1.3,2.2,.590,1.9,4.4,6.4,1.2,0.5,0.6,,2.8,4.5
1975-76,24.0,LAL,NBA,PF,36,,13.7,1.1,2.5,.433,,,,1.1,2.5,.433,.433,1.3,1.8,.682,1.4,3.2,4.6,0.6,0.3,0.7,,2.1,3.4
1976-77,25.0,LAL,NBA,PF,53,,25.3,3.6,7.2,.503,,,,3.6,7.2,.503,.503,2.5,3.5,.706,3.4,5.8,9.3,0.9,0.8,1.0,,3.5,9.7
1977-78,26.0,TOT,NBA,PF,57,,28.4,4.3,8.9,.487,,,,4.3,8.9,.487,.487,3.0,4.3,.691,3.8,7.0,10.8,1.3,0.8,1.1,1.9,3.3,11.6
1977-78,26.0,LAL,NBA,PF,25,,30.0,4.4,9.8,.451,,,,4.4,9.8,.451,.451,2.7,4.4,.618,4.4,6.8,11.2,1.2,0.8,1.0,2.1,3.0,11.5
1977-78,26.0,BOS,NBA,PF,32,,27.1,4.3,8.2,.521,,,,4.3,8.2,.521,.521,3.2,4.3,.750,3.3,7.2,10.5,1.3,0.9,1.3,1.7,3.6,11.8
1978-79,27.0,SDC,NBA,PF,82,,33.7,4.3,7.6,.562,,,,4.3,7.6,.562,.562,2.8,4.0,.688,3.6,6.1,9.8,1.5,1.0,1.5,2.3,3.9,11.3
1979-80,28.0,POR,NBA,PF,80,,33.2,5.3,9.5,.553,0.0,0.0,.000,5.3,9.5,.555,.553,2.9,4.5,.642,4.1,6.5,10.5,2.1,0.9,1.6,2.1,3.8,13.4
1980-81,29.0,POR,NBA,PF,73,,29.0,4.5,7.8,.569,0.0,0.0,.000,4.5,7.8,.570,.569,2.5,3.9,.628,3.2,6.2,9.4,2.0,1.2,1.2,2.0,3.5,11.4
1981-82,30.0,POR,NBA,PF,20,4,20.9,1.9,3.9,.487,0.0,0.0,,1.9,3.9,.487,.487,1.2,2.1,.585,2.0,3.9,5.9,1.5,0.5,0.8,1.0,2.8,5.0
1982-83,31.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1983-84,32.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1984-85,33.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1985-86,34.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1986-87,35.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),Did Not Play (retired)
1987-88,36.0,GSW,NBA,PF,6,1,9.3,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,0.3,0.3,1.000,1.5,1.7,3.2,0.0,0.7,0.7,0.7,2.2,2.7
