Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",22.0,NBA,C,15.0,0.0,311.0,3.8,7.6,0.5,0.0,0.0,,3.8,7.6,0.5,3.1,4.9,0.64,3.5,4.9,8.3,1.3,0.3,2.0,1.6,6.9,10.8
1988,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",23.0,NBA,C,23.0,0.0,623.0,3.2,6.0,0.54,0.0,0.1,0.0,3.2,6.0,0.54,2.8,4.0,0.71,3.7,5.3,9.0,1.2,0.9,2.1,1.3,5.1,9.3
1989,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",24.0,NBA,PF,17.0,0.0,392.0,5.3,9.1,0.59,0.0,0.0,,5.3,9.1,0.59,3.3,5.0,0.67,3.1,4.1,7.3,0.8,0.8,2.3,1.1,5.3,14.0
1990,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",25.0,NBA,PF,20.0,0.0,547.0,3.8,8.0,0.48,0.0,0.0,,3.8,8.0,0.48,4.9,6.4,0.76,3.8,3.9,7.7,1.3,0.6,2.2,1.4,5.0,12.5
1991,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",26.0,NBA,PF,15.0,0.0,308.0,4.4,8.2,0.54,0.0,0.0,,4.4,8.2,0.54,4.2,7.0,0.6,2.3,4.9,7.2,1.3,0.7,2.3,1.5,6.8,13.1
1992,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",27.0,NBA,PF,5.0,1.0,149.0,4.8,10.6,0.46,0.0,0.2,0.0,4.8,10.4,0.46,5.6,6.8,0.82,2.4,4.8,7.2,3.4,0.7,3.4,2.2,4.3,15.2
1994,16,2540,MIA,Miami Heat,John Salley,"May 16, 1964",29.0,NBA,PF,5.0,5.0,201.0,3.9,10.2,0.39,0.0,0.0,,3.9,10.2,0.39,2.0,2.9,0.69,2.9,4.3,7.2,1.4,0.4,0.9,1.1,3.8,9.9
1996,5,2540,CHI,Chicago Bulls,John Salley,"May 16, 1964",31.0,NBA,PF,16.0,0.0,85.0,2.5,4.7,0.55,0.0,0.0,,2.5,4.7,0.55,0.8,3.0,0.29,1.7,3.0,4.7,2.5,0.4,0.8,1.7,10.6,5.9
2000,14,2540,LAL,Los Angeles Lakers,John Salley,"May 16, 1964",35.0,NBA,C,18.0,0.0,78.0,2.3,6.0,0.38,0.0,0.0,,2.3,6.0,0.38,3.2,4.6,0.7,4.2,6.0,10.2,1.8,0.5,2.8,1.8,7.4,7.8
