Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
593,25.0,525.0,10.07,0.46,0.08,0.18,3.76,7.03,5.3,23.3,2.26,0.43,16.21,23.73,-0.7,0.7,-0.1,-0.04,-2.64,-0.43,-3.09,0.01
