SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981 - 82,SEA,82,19830,42.4,86.9,0.488,0.5,1.9,0.248,42.0,85.0,0.494,21.1,28.6,0.74,13.3,30.8,44.1,25.4,8.4,5.6,16.3,24.9,106.4
