Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
124,Anthony Avent,"October 18, 1969",377.0,193.0,7723.0,5.73,15.0,0.38,0.0,0.0,0,5.73,15.0,0.38,2.54,3.73,0.68,5.44,7.34,12.79,2.1,1.39,1.26,3.9,6.24,13.99,88.43,106.86
